EqDiameter,Sphericity,Normalized Density
1.18507,0.778203,0.7620308855504877
1.10781,0.923213,0.012388908327951701
1.2488599999999999,0.888531,0.8027415611635283
1.2475,0.880825,0.30630202606584805
0.945073,0.920224,0.9319448574333474
0.842653,0.464366,0.6852902364059035
1.31308,0.810599,0.6064856325904628
1.37924,0.78704,0.7114532666767693
0.801789,0.467335,0.37439579863021033
1.02364,0.636788,0.14101936339486446
0.932308,0.509876,0.08629902379987042
0.825727,0.519708,0.4381001391382777
0.9393859999999999,0.789637,0.3111300027685009
1.3345,0.799068,0.007505038199846164
1.35546,0.795204,0.13439315068726587
0.9638350000000001,0.575808,0.7364079521252164
1.1763,0.869224,0.26785767615019906
0.9415890000000001,0.519406,0.7883366151752152
0.800823,0.476346,0.6053988793389743
1.18721,0.892373,0.027938382733107857
0.867366,0.969013,0.5338692039250206
1.14006,0.894434,0.10228256762292844
0.865832,0.967731,0.8700875907389938
0.969427,0.605348,0.08121786369235595
0.990544,0.646242,0.07711574274233261
1.16558,0.894535,0.0887185202882866
0.605129,0.533516,0.17932350430485494
1.161,0.887995,0.21101872889392104
0.919079,0.531528,0.9316035412263474
0.875991,0.542318,0.008516915124561382
0.887608,0.863348,0.40947151129753395
0.929241,0.713595,0.7681448920447934
0.957115,0.609727,0.571609082599949
0.914442,0.896398,0.9984160891883431
0.48144000000000003,0.564111,0.03365365560226762
0.8988200000000001,0.811536,0.3410673996586242
0.6791470000000001,0.517768,0.14101936339486446
0.907183,0.570641,0.0005013297314910791
0.961637,0.652546,0.7271554208076098
0.5169640000000001,0.55822,0.003502565261203136
0.803301,0.561878,0.6004805116689722
0.857242,0.562356,0.06318934622606263
0.581744,0.548964,0.018608123249572874
0.891302,0.582054,0.42675370030662707
0.947841,0.674854,0.6001448346434038
0.9431849999999999,0.676078,0.24373366362783264
0.9059980000000001,0.598592,0.7651526388764559
0.878867,0.799307,0.40810251146729754
0.931288,0.622482,0.15294870281024583
0.863819,0.842095,0.44829593555857905
0.902749,0.726339,0.21757321250348993
0.876798,0.884066,0.21328796998794516
0.88024,0.755599,0.1343725047349676
0.916239,0.621567,0.4222002060190851
0.8665410000000001,0.807269,0.010039432433147238
0.447815,0.583498,0.8533048843072841
0.876683,0.640651,0.32361459534858783
0.711562,0.515153,0.536516407026036
0.764239,0.515203,0.6761261351429557
0.851295,0.639505,0.11450169134573274
0.84514,0.841974,0.20435880337203022
0.212272,0.719469,0.5366597222105965
0.208266,0.72311,0.7701247625498191
0.8931939999999999,0.718707,0.8069129122434898
0.8713500000000001,0.673628,0.10984682220883597
0.891414,0.915389,0.14049614733585797
0.772044,0.561266,0.13957960494491536
0.802339,0.96588,0.008687137770666894
0.821943,0.601359,0.8965943691676312
0.333812,0.647219,0.9612015012849505
0.82299,0.608275,0.21101872889392104
0.764845,0.971965,0.017418933530017857
0.831915,0.640335,0.04799424777946009
0.72964,0.51749,0.8051723595851413
0.792873,0.597236,0.38070084315439295
0.573785,0.570114,0.9093628959678867
0.6355040000000001,0.555778,0.11757252884341225
0.8726309999999999,0.934515,0.3593761540190227
0.724952,0.52606,0.837521952850509
0.8328099999999999,0.951479,0.00032233955712362023
0.839649,0.782265,0.8543124133156269
0.838013,0.786085,0.11450169134573274
0.408731,0.612442,0.1271949420688425
0.654864,0.554634,0.0677883248287971
0.814268,0.829334,0.7107966694432164
0.859405,0.711338,0.678071932888217
0.8306330000000001,0.683941,0.3054732808325429
0.853368,0.934367,0.0029093989040229694
0.479522,0.58778,0.013661737878674671
0.8479829999999999,0.921022,0.5707893727827164
0.825597,0.944141,0.00967609559394121
0.838643,0.941159,0.7007979074103253
0.732457,0.541323,0.40529654585586355
0.705742,0.54002,0.9353312872553431
0.842279,0.701138,0.4793356733547503
0.540104,0.583597,0.031047423179591038
0.600989,0.580809,0.26221138024808927
0.810106,0.892606,0.5597574838747591
0.845388,0.713462,0.14444831870441302
0.811319,0.910138,0.35695298764257316
0.667624,1.00113,0.2303692137893814
0.800823,0.926146,0.0669689479120746
0.44245100000000004,0.605133,0.43095358781488624
0.722076,0.55986,0.5886126793187921
0.764694,0.621022,0.6589501393977336
0.704138,0.986776,0.6314916635363116
0.82063,0.781628,0.5423256871787027
0.6229790000000001,0.587979,0.17254972596508036
0.17736400000000002,0.778001,0.8277930902986832
0.39727999999999997,0.63055,0.7159872412714191
0.670394,0.58049,0.708201124661772
0.7770630000000001,0.643164,0.8147968050646812
0.7724890000000001,0.639509,0.10211815813547334
0.7179760000000001,0.587222,0.2650679536091682
0.604403,0.597895,0.012629181498134169
0.785766,0.907685,0.1343725047349676
0.720544,0.594227,0.6480355474376908
0.710335,0.584862,0.555302057455069
0.774266,0.887475,0.8281592762437499
0.8222050000000001,0.733643,0.030543595152978383
0.712261,0.589785,0.7144113281976586
0.772786,0.837089,0.20469271147248777
0.21422,0.738462,0.021181320582075103
0.653,0.593745,0.046505432115575306
0.6897340000000001,0.586358,0.9292223525350497
0.763632,0.883188,0.24763014480808931
0.366311,0.648369,0.736356209174135
0.24741,0.710924,0.5383402262456167
0.720373,0.612665,0.8468718075401419
0.699101,0.980247,0.336776329111303
0.720202,0.967796,0.13439315068726587
0.7522240000000001,0.860385,0.5320216014926312
0.7616520000000001,0.841554,0.11450169134573274
0.728307,0.960962,0.28958475597961264
0.768161,0.914036,0.21184648965167452
0.736887,0.636892,0.3053826889548762
0.705564,0.973991,0.8840252425960113
0.62389,0.608861,0.7295653979453407
0.765148,0.904173,0.06134705277522772
0.6904779999999999,0.980602,0.32361459534858783
0.765752,0.830043,0.29711463509352326
0.8041240000000001,0.744141,0.969278514808208
0.699463,0.609925,0.6527327573469636
0.7504980000000001,0.904504,0.4960798306551573
0.795821,0.746965,0.7559173493594836
0.773083,0.699955,0.8024808049119612
0.7690610000000001,0.688611,0.2372412563891073
0.364986,0.655567,0.7242491334829034
0.790329,0.756235,0.21840518962499525
0.736561,0.857543,0.1343725047349676
0.743194,0.928193,0.8628354032591048
0.460272,0.61881,0.11450169134573274
0.733611,0.940635,0.8171833613216932
0.779694,0.784389,0.951580981807071
0.7863390000000001,0.75759,0.8740401831813042
0.776916,0.735415,0.14049614733585797
0.7544080000000001,0.820808,0.5042430899773038
0.7341040000000001,0.921677,0.675331676123303
0.765148,0.723269,0.47576591842741184
0.614887,0.627764,0.047767836076861685
0.622522,0.628916,0.5392011054197388
0.750812,0.691777,0.24373366362783264
0.708928,0.952361,0.7144113281976586
0.6934370000000001,0.642855,0.12995054094961164
0.761958,0.795411,0.4740719535520052
0.756271,0.724368,0.09718326463195469
0.736234,0.669352,0.8562170882829656
0.653208,0.630677,0.11450169134573274
0.7417480000000001,0.82571,0.004421231309515825
0.7631760000000001,0.780659,0.23295948647801384
0.716943,0.903016,0.9659995465574492
0.56753,0.628236,0.03815814539895551
0.744155,0.697416,0.7930683564871466
0.757816,0.786287,0.1343725047349676
0.744155,0.710594,0.11450169134573274
0.7298060000000001,0.835447,0.854266240144386
0.730305,0.676232,0.02884210199132853
0.741265,0.816788,0.1343725047349676
0.43834100000000004,0.634531,0.35177292503164764
0.7457509999999999,0.741421,0.3419153077002421
0.678378,0.966761,0.8955930468974055
0.6810620000000001,0.648804,0.3740848093807039
0.7406200000000001,0.812721,0.33632504625957094
0.715562,0.669964,0.1343725047349676
0.49191,0.621529,0.00032579288436123874
0.741426,0.739794,0.1343725047349676
0.679339,0.650574,0.44616400958352054
0.7452730000000001,0.767885,0.49858167405244
0.7181470000000001,0.676217,0.336776329111303
0.734433,0.730965,0.21725347230694286
0.705564,0.900667,0.291490984687415
0.557453,0.633096,0.4385169064656518
0.697284,0.943549,0.8840252425960113
0.698375,0.941921,0.1256410018919538
0.722245,0.68486,0.8947374574503271
0.7354160000000001,0.760019,0.7404035883797061
0.738839,0.775623,0.23436790856643722
0.7160810000000001,0.681473,0.23199430982325944
0.643089,0.644347,0.650305987056845
0.7359070000000001,0.796369,0.5527395308040101
0.7262970000000001,0.731286,0.7171735718806673
0.706985,0.677718,0.0004054166927911101
0.511945,0.624876,0.19808189458780157
0.6585599999999999,0.648971,0.5351987933143831
0.693622,0.94212,0.08699730312162983
0.722076,0.709785,0.8276113749388339
0.720373,0.701367,0.9330142958992742
0.721225,0.747877,0.09367858765626946
0.30135,0.696349,0.5010731235056155
0.696554,0.926674,0.21184648965167452
0.714176,0.826261,0.11450169134573274
0.21986000000000003,0.759969,0.08515795691625525
0.64966,0.652613,0.02957292967072455
0.690106,0.678049,0.021747082696288285
0.712086,0.70666,0.11450169134573274
0.631088,0.989785,0.6828466824236674
0.719176,0.789541,0.9108892809176641
0.650079,0.65436,0.3973231757915661
0.629751,0.651894,0.37852790344054915
0.671967,0.669558,0.18993896818344289
0.487105,0.631129,0.32361459534858783
0.532092,0.635069,0.7651526388764559
0.707693,0.772934,0.00015706745253621783
0.19975600000000002,0.784776,0.016439066928727084
0.696372,0.692799,0.061535626792079114
0.710686,0.79337,0.7126851755636293
0.476421,0.634681,0.8811424933926156
0.698557,0.739362,0.11833571263729836
0.698557,0.837955,0.06005496360162855
0.317971,0.692776,0.11450169134573274
0.5838300000000001,0.657175,5.586616461973876e-09
0.410315,0.658229,0.01689676484064689
0.691776,0.76249,0.9851459800048942
0.5947960000000001,0.659779,0.4854218847112701
0.31171699999999997,0.697013,0.11400195837696087
0.608735,0.660196,0.00035845720134158415
0.428922,0.65136,0.19073751042454754
0.690292,0.724085,0.25331473783567504
0.538887,0.644994,0.816242417117624
0.499833,0.635801,0.8581958210102332
0.512283,0.637114,0.11450169134573274
0.30615,0.700478,0.6161752735587324
0.498768,0.636811,0.2525948799879829
0.5225380000000001,0.640603,0.6398015567318607
0.161994,0.83244,0.5016914163646233
0.692515,0.807261,0.11450169134573274
0.235247,0.752067,0.9022922068745256
0.684103,0.76659,0.11450169134573274
0.6816340000000001,0.894699,0.9712816377808345
0.6906640000000001,0.810482,0.04647296384461474
0.614184,0.664829,0.6644618042174919
0.650079,0.969364,0.335280412820116
0.683914,0.849745,0.4303694653659419
0.647977,0.675996,0.0591994247527805
0.489334,0.639283,0.6887142114831676
0.6791470000000001,0.890871,0.0058064583063954425
0.6748959999999999,0.708793,0.8290748127878026
0.29021600000000003,0.711267,0.07706227294724245
0.678571,0.867029,0.0018372154425594753
0.36893200000000004,0.679727,0.5756839774119896
0.677222,0.864059,0.13732812648447376
0.279296,0.71965,0.9511359666715203
0.638125,0.677786,0.3058761618514319
0.294363,0.711058,0.3331668507715297
0.308028,0.704144,0.5298525219467024
0.6392100000000001,0.679977,0.3335889913594243
0.678571,0.828482,0.7491896128773478
0.544322,0.659495,0.5481305552224216
0.6642290000000001,0.717003,0.998409550375957
0.320578,0.699697,0.7566856834473766
0.44245100000000004,0.653836,0.3816147333211623
0.6650309999999999,0.743205,0.15338948860550095
0.672555,0.808827,0.11595103257717
0.230345,0.762983,0.1648835039972573
0.67,0.874438,0.11450169134573274
0.65958,0.713003,0.0460651320057983
0.672359,0.844656,0.005794494921011598
0.561977,0.670114,0.25294357324385175
0.6634249999999999,0.793064,0.11450169134573274
0.6355040000000001,0.974672,0.09060278286157157
0.34384,0.693446,0.2654005427239815
0.540408,0.66475,0.9387011293360126
0.459015,0.652014,0.25331473783567504
0.6575380000000001,0.764623,0.4864740766964105
0.452188,0.653922,0.7544173523188386
0.658356,0.790975,0.11450169134573274
0.647343,0.705045,0.24301437737102194
0.403903,0.672808,0.9644416446297118
0.6614070000000001,0.814632,0.07274609096834704
0.500188,0.651362,0.08126918898239545
0.616289,0.684372,0.15443300546551902
0.636599,0.97091,0.01856081923750161
0.410315,0.671175,0.04799069286108399
0.398399,0.676175,0.7166895546040675
0.646709,0.716714,0.7944084886968933
0.6511250000000001,0.774203,0.728874973078833
0.165301,0.838778,0.0004854934717890508
0.656717,0.819292,0.9518377678488193
0.433683,0.663502,0.7407737467849683
0.643516,0.727538,0.9568390773839895
0.653415,0.815977,0.830607957614682
0.645223,0.75313,0.5464910083148569
0.643089,0.727593,0.020836924365298316
0.657128,0.832313,0.735780810036965
0.645436,0.775602,0.84329266882038
0.6445839999999999,0.778299,0.6616177875576454
0.275847,0.731201,0.5675109335246682
0.641155,0.770742,0.9730837770620061
0.6536219999999999,0.837299,0.08305950289993791
0.660393,0.917686,0.863168967806534
0.628632,0.707941,0.3058761618514319
0.644371,0.812292,0.30720553832693615
0.524476,0.671151,0.7930683564871466
0.6389940000000001,0.789895,0.90081302377568
0.647343,0.825325,0.6562129504192994
0.5799070000000001,0.689359,0.8136568309300987
0.168481,0.838713,0.25331473783567504
0.6581520000000001,0.925417,0.8052248579309769
0.604887,0.990041,0.8158327373907938
0.652168,0.873812,0.3058761618514319
0.533652,0.679678,0.1343725047349676
0.595795,0.693648,0.7144423372048004
0.6328619999999999,0.757747,0.05614901725724174
0.594545,0.694421,0.14101936339486446
0.19975600000000002,0.804948,0.14101936339486446
0.631976,0.75514,0.7846650489017141
0.274678,0.735821,0.867836062402154
0.6313099999999999,0.751142,0.21101872889392104
0.6445839999999999,0.953023,0.017728779099447135
0.6563060000000001,0.920112,0.7365114720936383
0.541316,0.685139,0.0152212872041837
0.6315320000000001,0.761312,0.6039277516921249
0.647766,0.947407,0.9028436408269581
0.278156,0.733934,0.5777113377986995
0.5461090000000001,0.688046,0.659386370508189
0.464415,0.663051,0.6013767095598003
0.5189450000000001,0.675439,0.6848532622627751
0.64373,0.83995,0.11450169134573274
0.629304,0.766979,0.21101872889392104
0.578851,0.695237,0.003378482406710523
0.253067,0.754625,0.2688490386928466
0.35189,0.701549,0.536516407026036
0.617917,0.712981,0.11448062829128765
0.31884500000000005,0.713422,0.5545553099792522
0.6313099999999999,0.80772,0.24373366362783264
0.580958,0.696611,0.8494889132797813
0.625931,0.75844,0.9567674393295716
0.619537,0.723484,0.4833206696215602
0.605371,0.70618,0.006170881729756702
0.29739800000000005,0.724676,0.6979592723968251
0.6197670000000001,0.725411,0.03317917666018512
0.642445,0.866354,0.11450169134573274
0.651543,0.92217,0.06550548385255374
0.6082569999999999,0.984283,0.1343725047349676
0.602701,0.706638,0.9986592725118083
0.333812,0.709832,0.952506038583081
0.568628,0.698559,0.3315200921050971
0.419069,0.679475,0.014707554122607247
0.364986,0.699679,0.9248837937243763
0.596543,0.991687,0.5874370818799689
0.6229790000000001,0.793947,0.7784341529240637
0.592029,0.704535,0.8880274359482156
0.6176849999999999,0.735415,0.46580277377678986
0.487478,0.669835,0.14196511404334294
0.6494500000000001,0.926308,0.25331473783567504
0.6494500000000001,0.926147,0.7169013988585827
0.573247,0.701177,0.38475886906977236
0.35402300000000003,0.704242,0.20046433280482687
0.541014,0.695283,0.09406497573257512
0.621836,0.804452,0.24373366362783264
0.5428229999999999,0.696739,0.6536920207233133
0.621606,0.80877,0.0022515815000376353
0.638777,0.87524,0.9335103589986916
0.606336,0.719025,0.5064249706547802
0.617221,0.775456,0.9280143820341916
0.489334,0.673874,0.6307342198114491
0.468889,0.671147,0.5916405398189148
0.42698800000000003,0.67977,0.9648553265350425
0.645436,0.911593,0.5340306630275634
0.49044099999999996,0.675572,0.047376230339451125
0.6447970000000001,0.90941,0.006115012835840283
0.42747300000000005,0.680693,0.7214959807299556
0.29021600000000003,0.733508,0.13439315068726587
0.58409,0.709735,0.017481992190495434
0.479522,0.673884,0.05718021294500806
0.608735,0.736406,0.1343725047349676
0.628856,0.844571,0.17900816599436958
0.592029,0.714164,0.24357236224907663
0.5276770000000001,0.697595,0.25331473783567504
0.43226600000000004,0.680037,0.16739885998084647
0.599514,0.987,0.5280844883980605
0.503354,0.684748,0.9660187514951181
0.430839,0.680874,0.2979615872002612
0.571896,0.708884,0.9101659801333711
0.393884,0.694622,0.14049614733585797
0.5930380000000001,0.99072,0.7174120517775378
0.5016,0.685155,0.4926982453010404
0.528629,0.700281,0.1343725047349676
0.643516,0.924795,0.051990859958257
0.6284080000000001,0.960451,0.07094776712475684
0.25027099999999997,0.765215,0.688205811717237
0.49264100000000005,0.68142,0.6598238480594001
0.180136,0.834375,0.9719588058761579
0.484478,0.678748,0.00019603761200487078
0.387502,0.697879,0.25331473783567504
0.63042,0.869938,0.14519941252494323
0.161994,0.858627,0.40947151129753395
0.503004,0.689489,0.6019373401731211
0.6279589999999999,0.862473,0.11450169134573274
0.446041,0.680085,0.5310820550031418
0.636817,0.900631,0.000468481125414098
0.606336,0.795405,0.060047190593137345
0.63042,0.881141,0.13571160899718354
0.6014790000000001,0.748958,0.0988137963084521
0.30135,0.731568,0.22441715017535266
0.2699,0.751453,0.4775647148148396
0.40117,0.6948,0.5959480724596625
0.478364,0.681302,0.5310820550031418
0.15116100000000002,0.876412,0.7559173493594836
0.5930380000000001,0.729307,0.019185545846302637
0.308959,0.728453,0.10033199744357252
0.5935410000000001,0.733975,0.807903483038517
0.611827,0.836284,0.12122461050502562
0.6229790000000001,0.866049,0.07743842606685229
0.5905090000000001,0.736637,0.968852268812317
0.598774,0.779567,0.4002010916776313
0.5205839999999999,0.708782,0.16405434667031019
0.192862,0.824186,0.14101936339486446
0.168481,0.853661,0.938075844453441
0.187978,0.829817,0.9310507484406307
0.461938,0.684866,0.8569765801154596
0.22167699999999999,0.79609,0.05610355514877807
0.411887,0.695105,0.37658705942978443
0.25848200000000005,0.764391,0.9228213869765631
0.634846,0.926427,0.11593241065162894
0.603431,0.831548,0.04526149831564883
0.581744,0.733761,0.607272706935275
0.59704,0.808027,0.9734436439205262
0.5877020000000001,0.744939,0.25853456212904063
0.29538200000000003,0.739601,0.3687761267455382
0.568902,0.725852,0.7672021342047954
0.33928500000000006,0.720928,0.6258644564276156
0.58305,0.737703,0.8405629695138376
0.264947,0.760252,0.26557604619256314
0.51262,0.712938,0.7192166099671681
0.5930380000000001,0.795503,0.11450169134573274
0.29639299999999996,0.740615,0.2116248496928676
0.513293,0.714275,0.21101872889392104
0.631976,0.929948,0.12263772989636776
0.608974,0.852016,0.7712424194912791
0.253067,0.771153,0.9874758058323017
0.6188440000000001,0.881213,0.07115178241357818
0.44693,0.691104,0.8273796620512107
0.456903,0.691305,0.40947151129753395
0.147181,0.889312,0.9758298303988555
0.611827,0.862189,0.9615783036285407
0.609452,0.857126,0.8700875907389938
0.356827,0.717879,0.11450169134573274
0.5922820000000001,0.820429,0.032382164911901656
0.450012,0.692018,0.9402752011608964
0.56753,0.734359,0.4443098183295645
0.619998,0.891531,0.9905705973650952
0.569721,0.998349,0.01542959144063869
0.478751,0.700391,0.9194820846023649
0.596792,0.838052,0.33841000627905976
0.495182,0.711154,0.6513162729981256
0.589746,0.822283,0.14101936339486446
0.44109,0.695445,0.038623621556330236
0.346811,0.723148,0.5944903304623153
0.5935410000000001,0.982385,0.7507326704024172
0.21422,0.80798,0.13439315068726587
0.328974,0.72951,0.3111757945613367
0.50717,0.720315,0.7404361415791767
0.238405,0.786668,0.8723003250529839
0.531466,0.727654,0.7683977597558834
0.6220650000000001,0.949579,0.045507097905698374
0.171545,0.855932,0.44590604788744737
0.425036,0.700075,0.9108659024992597
0.479522,0.707692,0.8680994458894883
0.513629,0.724659,0.5686927669120361
0.589236,0.984496,0.00769923048748662
0.473674,0.704855,0.14049614733585797
0.48144000000000003,0.710159,0.6352150902564002
0.580958,0.795678,0.23482209101370724
0.599021,0.976443,0.8417157817172584
0.25848200000000005,0.771522,0.2751991202043328
0.590255,0.839114,0.935296082452589
0.528629,0.730151,0.07492776390969187
0.572977,0.763343,0.665874243268776
0.6082569999999999,0.966898,0.0035347703201756785
0.58847,0.984117,0.5276930696740425
0.434153,0.701009,0.5607043334111174
0.616289,0.90018,0.4002010916776313
0.208266,0.81616,0.006461364798492688
0.565322,0.752307,0.017422216337234963
0.31884500000000005,0.737024,0.32361459534858783
0.552276,0.741021,0.06864244922038856
0.197511,0.827266,0.47027735748055577
0.574323,0.783379,0.4854218847112701
0.621606,0.91944,0.9634815638577746
0.32815300000000003,0.733895,0.1385541487705379
0.280426,0.758053,0.6994064309168186
0.262399,0.770728,0.7837449564214751
0.579379,0.823756,0.8602996240678861
0.565875,0.759542,0.8180525789522131
0.218012,0.80795,0.14101936339486446
0.6123,0.896936,0.1003384673253159
0.6019690000000001,0.870817,0.43339798464335677
0.574323,0.797136,0.2386204230429826
0.433211,0.704379,0.08731141843605127
0.544919,0.741819,0.5290220425635184
0.537971,0.739392,0.963784796576637
0.576196,0.816444,0.26557604619256314
0.462353,0.709195,0.897120345175937
0.6132430000000001,0.902014,0.09964933746075469
0.546406,0.743941,0.10686469041580603
0.571354,0.789873,0.9835357663036686
0.476421,0.718515,0.11450169134573274
0.490073,0.726228,0.2622625588337196
0.26620299999999997,0.76931,0.7659863968948704
0.607778,0.963564,0.01980931694393193
0.147181,0.896899,0.47433403340207586
0.5487690000000001,0.74667,0.1343725047349676
0.569994,0.788315,0.9582582356209688
0.5597240000000001,0.759124,0.5682948306770039
0.573785,0.815353,0.9488275993023353
0.501247,0.732,0.6014302064132414
0.532717,0.740743,0.8969365992552809
0.29538200000000003,0.751565,0.050887938984165874
0.5050950000000001,0.733488,0.2582678429375253
0.614184,0.952465,0.07946040141237277
0.259801,0.774937,0.44916236423146233
0.374698,0.721648,0.06570633502099077
0.570539,0.99291,0.7794319384218876
0.561134,0.770824,0.4092055661301858
0.282661,0.760292,0.7007979074103253
0.549943,0.754383,0.2670530730614402
0.42698800000000003,0.709868,0.5546743357911841
0.6082569999999999,0.959328,0.9932979985188465
0.165301,0.871562,0.40947151129753395
0.563375,0.788414,0.8665463655681417
0.46969299999999997,0.723904,0.4002010916776313
0.37343200000000004,0.724325,0.7690440163407598
0.386911,0.720829,0.15609717929270825
0.576463,0.987869,0.7716233766146793
0.40552499999999997,0.716049,0.07530901441417644
0.5545890000000001,0.771048,0.1343725047349676
0.510929,0.742087,0.31156539620698853
0.518616,0.744774,0.14049614733585797
0.572437,0.84064,0.3545339228281599
0.25715,0.780315,0.8157999094348634
0.594545,0.877999,0.13482095827741084
0.568354,0.8347,0.7419600454802527
0.32229199999999997,0.743685,0.8684464691793651
0.570539,0.990518,0.23328081995073133
0.56698,0.835328,0.07957390692368055
0.45647899999999997,0.72383,0.6741629052744765
0.549063,0.773014,0.1588546467769657
0.611116,0.923113,0.8410342726089663
0.485982,0.739663,0.13456330314292328
0.133723,0.92223,0.5375228834957756
