Throat EqRadius,Cumulative Frequency of Pore Throat ChannelLength
71.7773819,0.06540715817854349
71.93871307,0.06584836961492294
72.14753723,0.06611087429847634
72.14841461,0.06639739209121787
72.29061127,0.06654354286015067
72.44174194,0.06687504297596093
72.57154846,0.06711414275680481
72.72625732,0.06768392220728967
72.89129639,0.06795712486811196
73.0022583,0.06814781475875288
73.21150208,0.06824366675757489
73.28837585,0.06839932899136844
73.31293488,0.06855558169742318
73.59831238,0.06903966849022476
73.65122223,0.0691662607060967
73.80906677,0.06979316800332584
73.81937408,0.07001480105406772
73.82313538,0.07075263370887144
73.87546539,0.07108503937853795
73.88838196,0.07121537481581589
73.95455933,0.07177712345486935
74.18153381,0.07195781940321055
74.35310364,0.07226839711020543
74.46548462,0.07303144047957857
74.48020935,0.07339511943449249
74.56811523,0.07378751331962084
74.71369171,0.07395701361246294
74.78206635,0.07433474389667627
74.78236389,0.0746508827460479
74.85267639,0.0748542372802019
75.18521118,0.0750336719858098
75.50087738,0.07522433880323066
75.51849365,0.07567924373296381
75.73432922,0.07593737463090672
75.85495758,0.07616608191178163
76.03183746,0.07670654681361369
76.50702667,0.07710618046375414
76.55405426,0.07774406777027977
76.76842499,0.07792427648927852
76.83165741,0.07816579415309069
77.95642853,0.07845704079053951
78.25688934,0.0786663324810461
78.36628723,0.07898403381388613
78.39588165,0.07914391417462212
78.42797089,0.07952337458121879
78.45658875,0.0796805920129166
78.47814941,0.08046453305754474
78.73441315,0.08079665025421214
78.8822403,0.08100427285485252
79.00836945,0.08136716351158571
79.09407806,0.08174707049744451
79.15960693,0.08194760777509595
79.19488525,0.0822241641601183
79.54042053,0.08245184158920285
79.6118927,0.08279233240411842
79.81284332,0.08302903582931523
79.89306641,0.08315959366883328
79.92845917,0.08354703095394084
79.93833923,0.0838572625620486
79.98413086,0.08428186076429732
80.07952118,0.08461811314159408
80.36508942,0.08491785108235685
80.38306427,0.08574747346096898
80.6841507,0.08583538902399375
81.08537292,0.08610040021939033
81.17373657,0.08632086692546574
81.20256805,0.08657783777666177
81.42075348,0.08670490101913517
81.86955261,0.0868615961105683
81.96727753,0.08716180012552181
82.11973572,0.08729116632844144
82.17129517,0.08738587094784653
82.72329712,0.0879061142266776
82.73477936,0.08803237043468586
83.1170578,0.08841207162194271
83.2488327,0.08898633484233734
83.43875885,0.08911770286533895
83.49771881,0.08930173616335961
83.5845108,0.089760597355632
83.74886322,0.09014974146078523
83.76136017,0.09042867175789755
83.85341644,0.0907158989818317
84.31774139,0.0909863456762793
84.33917999,0.09108128519349835
84.51915741,0.09123846117343878
84.68474579,0.09136254461595734
84.94528198,0.09172099991073106
85.05944824,0.0919732555150087
85.08792877,0.0924302700449509
85.11186218,0.09287243481347394
85.21710968,0.09353195842580726
85.2740097,0.09395165690958415
85.3227005,0.09442138918590702
85.3957901,0.09457581927607375
85.45101166,0.09494000360986714
85.51622772,0.09520274022831257
85.69309998,0.09540814288646303
85.73632813,0.09554201149544048
85.73860168,0.09588241723127948
85.78324127,0.09610203054163724
86.05461121,0.09653945252410494
86.21253967,0.09685273730279587
86.28364563,0.0971459132770893
86.75830078,0.09741670947705316
87.28851318,0.09769333717158357
87.37596893,0.09791891560670395
87.40536499,0.0985249678255544
87.47771454,0.09869742102341704
87.5085144,0.09890012650050493
87.60092163,0.0994332334369204
87.64581299,0.09954129114753005
87.65996552,0.10001839933829927
87.7589035,0.100247125312543
88.06803894,0.10039665475393139
88.19694519,0.10133166525124884
88.3793335,0.10206809032272524
88.56469727,0.10245517432351789
88.70876312,0.10289707523816069
88.82857513,0.10311720188554059
88.86541748,0.1035844318008712
89.14168549,0.10380720647702432
89.16738892,0.10410261812424285
89.46347046,0.10429639977454425
89.54541016,0.10453797414824308
89.85878754,0.10484159435113652
89.98681641,0.10523391953182613
90.05982208,0.10543963422292407
90.0770874,0.10562196055761261
90.19278717,0.1058419619481415
90.21944427,0.10667152134767502
90.45491028000001,0.10705372314963536
90.68668365,0.10746332384714122
90.71261597,0.10776244948779526
90.72624969,0.1078934353992914
91.08217621,0.10811406785494103
91.23449707,0.10824193204877239
91.24056244,0.10849218631969636
91.29033661,0.10893143383795288
91.33579254,0.1094153428005625
91.38965607,0.10958712235085055
91.42699432,0.10972690102097361
91.46112823,0.11006984850832473
91.75240326,0.11029017574428515
91.87844849,0.11043988188505177
91.94519806,0.1111117022282342
91.98325348,0.11141168618840622
91.99172211,0.11156220125309592
92.010849,0.11204422794153693
92.25811768,0.11237166619024265
92.37728882,0.11254151133671658
92.44306183,0.11272562635010025
92.46544647,0.11293553001169612
92.9883728,0.11316233009875722
93.02542114,0.11349567928157707
93.35394287,0.11395609425471888
93.39879608,0.11479056757156572
93.41318512,0.11501842323162215
93.49591827,0.11525712757508753
93.51091766,0.11553588957477705
93.81896973,0.11571766992342139
94.01766205,0.11605724533688004
94.02516937,0.1164346774436628
94.03351593,0.11656152191952555
94.13233185,0.11687430979293567
94.26300812,0.1170224329248624
94.49846649,0.1171494347913768
94.64394379,0.11735939002424661
94.67585754,0.11793221096547679
94.7824707,0.11837113465650646
94.79471588,0.11867917960080931
94.82447815,0.11887881198299513
94.88209534,0.11906758158294956
94.93255615,0.11929837729457664
94.94796753,0.11992808120837803
95.13802338,0.12028372365511085
95.17984009,0.12042350309806608
95.34790802,0.12077377517189514
95.36380768,0.1209343430786382
95.64803314,0.12123618131595848
95.66518402,0.12143040416360378
95.72358704,0.1218912537213384
95.72494507,0.1221649911035694
95.86535645,0.1223503314330164
95.86597443,0.12257515138490838
95.91226196,0.12278423663272758
95.97662354,0.12308003408430182
96.06348419,0.12320863625029525
96.19774628,0.12330656335394952
96.20919037,0.12358018330872547
96.234375,0.12373310557861263
96.24557495,0.12411609682387265
96.32617188,0.12435682882318379
97.29935455,0.12478794794104162
97.31872559,0.124921505418885
97.35109711,0.12555258794565397
97.41866302,0.12581822189004702
97.94680023,0.12632766642501309
97.94696045,0.12756358097911122
98.09866333,0.12784419035685957
98.5029068,0.1282005730946027
98.76184845,0.12849134741727922
98.77132416,0.12861108932242943
98.86780548,0.1288552457828892
98.92664337,0.12964247891803035
98.95665741,0.13018201413349834
98.99040221999999,0.13028108381442197
99.24865723,0.1304327156707089
100.2915726,0.13086508091633992
100.5188522,0.1310391174379912
100.5414886,0.13131468908710317
100.5948257,0.13216270698036797
100.6984634,0.13240983316406435
100.8723984,0.13277771637621588
101.0045471,0.13294702843312833
101.4241409,0.13329625654215668
101.6272659,0.13351991893769505
101.8082886,0.13362890166849092
101.8396378,0.13401997356458992
101.8766479,0.13417630582475104
101.9295807,0.13438409443269364
102.1467972,0.1347176145752264
102.2025375,0.13484829257601558
102.2638931,0.1349220135322521
102.8121262,0.13517065121489036
102.8204346,0.13559049185968272
102.8331375,0.13581865150847827
103.0302505,0.136061319858165
103.0868835,0.1363041829851237
103.1465378,0.136802534205696
103.2932663,0.13709369135560664
103.2999191,0.1375856086862078
103.3517303,0.13792426428951346
103.5591507,0.1380889889471227
103.6737213,0.1386888117292124
103.8462982,0.1389038187035926
104.0524902,0.13900302884942836
104.0742493,0.1392200256635264
104.0784988,0.13936654176854696
104.1880569,0.1396069724414091
104.2238159,0.13985112815752984
104.2619247,0.14001020451826032
104.2720108,0.14015326515926263
104.344635,0.1403086799136965
104.5177231,0.14064807337472268
104.5494461,0.14091475053957742
104.9183044,0.14123508628909656
104.971962,0.14153958997457594
105.0932465,0.14169967523221774
105.1724091,0.14185844879212633
105.5718079,0.14196458812288318
105.9426956,0.142186306281312
106.308197,0.14254907069354963
106.6229782,0.14266555101016362
106.6282578,0.1431701759819341
106.7387772,0.14347035451898815
107.1124649,0.14361168483721717
107.3344803,0.14391459311840743
107.4579849,0.1441019165745676
107.628891,0.1443589031132832
107.7226486,0.14454474747610077
107.7490845,0.14463825969316924
107.8210449,0.14483797268863194
107.890564,0.1449765979533696
107.8955841,0.14511494636760794
107.9322052,0.14524323830416344
108.1201172,0.14549983016414478
108.2053146,0.14593168533609635
108.3013153,0.1462164237969444
108.3536453,0.14649953871319657
108.4965744,0.14689364182304998
108.5069809,0.1472509128240102
108.5261917,0.14786067130691932
108.7557373,0.14804758760306486
108.9782333,0.14814031773393546
109.0451736,0.14889044711970556
109.0798264,0.14920507507130518
109.2253494,0.14935894194212657
109.2849579,0.14977263654016673
109.3291626,0.14990829826502858
109.4250565,0.1500443066899474
109.4703827,0.15019867385825628
109.6602249,0.1508062589889283
109.9081497,0.15189757943159654
109.9126434,0.15233387603442683
110.0036545,0.1525657864764136
110.0896072,0.1528629631994633
110.0922852,0.15332184749368336
110.2402191,0.15343598671170397
110.316803,0.15373101192478653
110.4014969,0.153935728454082
110.5727844,0.15407919234755355
111.1660843,0.15429920546083586
111.2626572,0.15454586213521923
111.4830322,0.15471925903231995
112.0363541,0.15490127101533005
112.0409622,0.15522447798299985
112.1253433,0.15585606296874743
112.3554001,0.15634536815444702
112.5906372,0.15645068551461697
112.6635361,0.15664703626936544
112.7333984,0.15685659726719647
112.9319611,0.1573577253518017
112.9352722,0.15753028010351508
113.2243805,0.15773945738672104
113.3999939,0.1580221825481565
113.4751282,0.15828443365482062
113.4802399,0.15843115847846123
113.5706406,0.15850261538533636
113.6691208,0.1586261837588492
113.7340927,0.15894987480696035
114.2717819,0.15926112607569867
114.4273453,0.1594500647746357
114.4674683,0.15961111056403682
114.4875259,0.15985579604915556
114.4981232,0.16017007366506875
114.7401047,0.1604418998598749
114.7684097,0.16072983691578158
115.077446,0.1608891798212928
115.2507324,0.16130539272545552
115.4628372,0.16145226481999667
115.4667587,0.16159186408541856
115.6053696,0.161808917609286
115.7088165,0.1620249967602997
115.7297287,0.16246618970370028
115.945488,0.1629779024031391
116.1564407,0.16327286735665394
116.3225784,0.16355167773580065
116.4835129,0.16371661441828825
116.4848938,0.16407574633787542
116.5767746,0.16423768210817202
116.8320389,0.16438249843528824
116.8573837,0.16463682894393786
117.173233,0.164788728475702
117.2665024,0.1650556111243272
117.3298187,0.16519360850145565
117.561554,0.16543064305374866
117.7506943,0.16557069562574256
117.7519226,0.1656340111999733
118.4289093,0.16596817118175175
118.7325287,0.16608511911118548
118.8215485,0.16630779008653646
118.8937836,0.16652017765894406
118.9769058,0.1666769314926565
119.1744156,0.16737508684226485
119.2522736,0.1676518857255085
119.329689,0.16784185162825094
119.9371719,0.1680158150368846
119.9473419,0.1686614863912106
120.0897141,0.16882404025861925
120.0951691,0.16949119453590025
120.4237061,0.1696725485731605
120.6734848,0.16978996132435364
120.811882,0.1701503776458426
121.0032043,0.17030583671471392
121.2889328,0.1705378357569652
121.4727478,0.17083999948185272
121.6017303,0.17106367806594416
121.6919327,0.1714861475452247
121.9511642,0.17187586172589714
122.0665665,0.17203839359356143
122.1711884,0.17216994226640223
122.2647934,0.17237624956240757
122.4353943,0.17254884751204988
122.5461349,0.17274755405819622
122.5839615,0.17283188577994368
122.7808914,0.17306364352619608
122.8409424,0.17328516078133016
123.0922623,0.17356438607836153
123.2411499,0.17381221616828038
123.3217621,0.17407571440478467
123.3400803,0.17423843359237728
123.444252,0.17439894613474255
123.6110611,0.17448113273747312
123.8932953,0.1746097008518321
124.0294266,0.17494395186704756
124.1873322,0.1759193829376923
124.3269043,0.17626681851770093
124.4080582,0.17640374507800996
124.4870605,0.17690152725350594
124.4873657,0.1772454786281369
124.5716019,0.17738493066557381
124.8101196,0.17766598204234307
125.0368652,0.1779977682838111
125.0805969,0.17820307969382937
125.2485123,0.17853733460228505
125.3354263,0.17878975512596673
125.7196655,0.17907554244680543
125.7357941,0.17949534693581026
125.7387085,0.1799852772750685
125.8369141,0.18027272275039183
126.124527,0.18072171746162222
126.1478958,0.18130359256788187
126.2493896,0.1815670389038583
126.4394913,0.18197915799331785
126.65065,0.18238862322839047
126.8283768,0.182675553162285
126.9601364,0.1828775785793199
127.0275879,0.18306075143936432
127.0732651,0.18337206926558994
127.2995758,0.18351691675305015
127.5331268,0.18393906847402308
127.7294159,0.18442679122332503
128.0514221,0.1851793986085792
128.1283875,0.18556187050511858
128.3492432,0.18569189946314685
128.525177,0.18621110089551823
128.6342316,0.18655917766028143
128.6924896,0.18720684430765225
128.7939758,0.18752348501483262
128.8690643,0.18791306925815923
128.9356689,0.18797726735596518
129.1449585,0.18813276801964582
129.1604462,0.18845454541854917
129.3650665,0.1886535303180608
129.5274811,0.18897746561068204
129.589325,0.1891103130847733
129.6508179,0.18940800428996407
129.7349548,0.18974399058048078
129.7857056,0.18997726466364423
129.8713531,0.19007051344190581
130.2218933,0.19028027404067285
130.3177795,0.19038462671097442
130.3813477,0.19106192629508587
130.5144806,0.1915475772603066
130.6125336,0.19187385949855756
130.8376007,0.19193712208444436
130.9005432,0.19215854883566802
130.9411316,0.19265310527774832
131.0537872,0.1931510562373954
131.086441,0.19335655750088535
131.2148438,0.19361219170609262
131.3483124,0.19370377195984798
131.4334717,0.1940559983330824
131.5312805,0.1944170247218975
131.5444946,0.19459658611569644
132.017746,0.19472068193935904
132.1001282,0.1949466241504804
132.2173157,0.1960208625940439
132.2640991,0.19623422214904832
132.3136902,0.1964153893529913
132.3513947,0.1967105234627095
132.5567322,0.1969715165901003
132.6040192,0.19720588874288175
132.6924438,0.19729769846966413
132.9420929,0.19743035341368845
133.0398712,0.19774116491630567
133.3605499,0.19787882717296137
133.3742828,0.19813560917263548
133.6245575,0.19827033650202805
133.8419189,0.198412954499924
133.9749603,0.1987529509574073
134.0249939,0.19911447032965263
134.5888214,0.19938794128154444
134.7008667,0.19959193512541748
134.9608765,0.2000872887687847
135.0599213,0.20031354609022875
135.1407471,0.20052574621396133
135.1509094,0.2006708953571245
135.1937714,0.20084516458661722
135.5960083,0.20120436028684283
135.6046753,0.20131999445746998
135.7501831,0.20184655351169883
135.7575989,0.20203458823117157
135.7996216,0.20237110878497902
135.9233551,0.20254627374933773
135.9658966,0.20283367199032282
136.1169739,0.20303666735744463
136.2081451,0.20323429255205266
136.2536163,0.2035067084890862
136.2740631,0.20366299455977435
136.2847443,0.2040381784550136
136.3154449,0.20433481544690585
136.3615265,0.20468526134312787
136.5435028,0.20486099372083288
136.729538,0.20524446541090474
136.8429565,0.20571053539392997
136.8815613,0.2058120314815239
136.9343262,0.20631823270621402
137.1263885,0.20665838586723073
137.252121,0.20674305027618461
137.390213,0.20699959633316772
137.5299225,0.2072981589690543
137.7789612,0.20749018765275265
138.2445679,0.20789285446332623
138.3628387,0.20813805855282655
138.9328461,0.20843625273221736
139.1092682,0.20858364763932905
139.1859131,0.20906919423093456
139.2080383,0.20988255957963173
139.2884521,0.21009306865666932
139.3017883,0.2103449603274716
139.3447266,0.2104874641757949
139.3660126,0.21067401271675082
139.622406,0.21087214410598604
139.868988,0.21112547808456314
139.8811951,0.21137300023528188
140.0024719,0.2116107846255423
140.0072784,0.2118983839416017
140.1213531,0.21253074116584098
140.2635803,0.21262513719470244
140.2645264,0.21277125252345908
140.2780304,0.21294049948283467
140.3311615,0.21315738903202708
140.5750427,0.2135801911269646
140.6767426,0.21375271583472527
140.8818665,0.21396882802111847
141.0498047,0.2144266258968307
141.0690155,0.2145563659380471
141.0911865,0.21481807648350085
141.3400421,0.21504559698016895
141.4573364,0.21520982958477178
141.8269348,0.21540709360833094
142.3148651,0.21557138425390682
142.4535217,0.2158648040145924
142.777359,0.21655274735671387
142.7842865,0.21683228783559388
142.868927,0.21695985897606765
142.9313812,0.2175916633008681
143.3832855,0.21796875205688498
143.5063934,0.2184254476547903
143.6309662,0.21865973817803988
143.6455383,0.21971002360008618
143.8318787,0.21999215506871608
144.1819916,0.22027375943075533
144.2188568,0.22071443740528654
144.2333679,0.22120954411324317
144.3832092,0.221458647726903
144.3878479,0.2217265257892094
144.5392151,0.22186313285934448
144.5799255,0.22203573132432544
144.6887054,0.2222284335839552
145.0336151,0.2224208487017895
145.0533295,0.22264821384031583
145.1666565,0.22292275377690712
145.3531036,0.22373579186313786
145.3621368,0.22415930358965797
145.6474457,0.22442538832138484
145.6600189,0.22452683247267619
145.8274536,0.22475455856755627
146.0054474,0.22497755952488452
146.0463715,0.22516501049940593
146.2009888,0.2253814070937785
146.2628479,0.2255996609138105
146.4745178,0.22579207381305016
146.4755249,0.22604743674994907
146.5205688,0.2262536905136966
146.6222992,0.22692584527604556
146.6773987,0.2271122206388112
146.6985931,0.2273769434756502
146.7297058,0.22776366259835576
146.792099,0.22846958825480637
146.7984924,0.22871184016932003
146.926178,0.2296486956114065
146.9623718,0.22983403854592285
147.213913,0.23045645314152563
147.2510681,0.23076089218758605
147.4801941,0.230928901506975
147.596405,0.2311390328666636
148.0065002,0.23133815762276494
148.1014557,0.23143371093594683
148.3545837,0.23157370781442624
149.0302887,0.23186265056112235
149.2704163,0.23199384282935745
149.3373871,0.23216223393111524
149.6719208,0.2328856898836111
149.8058777,0.23318696594633412
149.8225708,0.23397961316752935
149.8776855,0.23413338947721962
150.2684021,0.2345200749919862
150.5637665,0.23475118153410385
150.5808411,0.23518738000401773
150.6812744,0.23535019483401617
150.7884064,0.23554671108072817
150.9365997,0.23595621496209887
151.0281982,0.2360222262216905
151.0903168,0.23613488912319397
151.1050568,0.23649095040977927
151.2006683,0.23663770371705128
151.4085388,0.23686660849482635
151.438385,0.237131852111726
151.5074463,0.23770378819636825
151.6354828,0.237885180021146
151.7266846,0.23828088288664664
151.8203735,0.23857978154470214
152.2126923,0.23884647133412368
152.526474,0.23913961533220812
152.6072845,0.2392775833668073
153.0379181,0.2396559475932439
153.1224823,0.23978345576894428
153.1908722,0.23992112443807836
153.2878418,0.24005835130858147
153.3072968,0.24053438931231153
153.3496399,0.24112737565338432
153.5487213,0.2411975827610352
153.8048859,0.24154540717997644
153.8530579,0.24193873315614825
154.0639038,0.24210508017020166
154.1218872,0.24222484914921835
154.1609497,0.24298695235484655
154.2267151,0.24333247511581757
154.2412567,0.2436151444548746
154.3229828,0.24383886142753614
154.486908,0.24429689266948046
154.7304535,0.2448196568881138
154.8492889,0.2450728244301157
154.8836517,0.24521467884908607
154.9633789,0.24548681381337975
155.2259064,0.24566666678616342
155.3732605,0.2458348456482305
155.4076996,0.24629301220943883
155.9051971,0.2466075402532229
155.9665985,0.2469335014983167
156.0428314,0.24729889382892384
156.0918579,0.2476874537740407
156.3336945,0.24837267922352607
156.5552826,0.24917150887626136
156.6338501,0.24965753462450788
156.7538757,0.24983975886151386
156.7960205,0.25009737510553615
156.823822,0.25067184392414277
156.8926392,0.2509346261165861
156.9807892,0.2511039095608859
157.0465088,0.2513400828736429
157.078476,0.25194877145585115
157.3985748,0.25227186792376577
157.4156952,0.2528453197441492
157.5278473,0.2530380707124901
157.6246643,0.25318615061776034
157.7330475,0.25341298661718614
158.2465973,0.25352997931189364
158.286377,0.25396155268093523
158.289032,0.25417883921328766
158.4475861,0.2542989480148469
158.6436768,0.2544147001997586
158.8235168,0.2547520865161226
159.0335083,0.25518578334077285
159.2529449,0.25545174397507286
159.2602844,0.25561587186250134
159.4712372,0.2559874222631404
159.6430817,0.25611731478551336
159.7067871,0.2565967470489649
159.720459,0.25678584844871133
159.8156891,0.2574353242000124
160.1736298,0.2576916642007828
160.2625427,0.25779284689567383
160.3084564,0.2579443535809409
160.9303589,0.25862407259391945
161.0974731,0.2587325698200866
161.1547699,0.25886289947478364
161.6571808,0.25919557672770727
161.832489,0.2600897136026189
161.8983612,0.260453954388571
161.9535828,0.26068116166425714
162.2507019,0.2608771019812258
162.8842926,0.26110275778058556
163.0139465,0.2615554898446927
163.2592163,0.2622579861161944
163.4904022,0.26257726332978454
163.7327881,0.2627861648646945
163.7474518,0.26386973143237913
163.8674927,0.2640751112749202
163.9432678,0.2643150982312003
163.9756927,0.26451893943655974
164.0257721,0.2647334836145144
164.1459961,0.26498218676685903
164.2355804,0.26538341974325647
164.3874054,0.2657294301630775
164.5652771,0.2658606919660388
164.5760651,0.2663028026583549
164.5975494,0.2664778320458388
164.6317444,0.26671953403815246
164.8054199,0.2671467637944002
165.0169373,0.26741491902203746
165.2375488,0.26794536589209483
165.2956543,0.2685382199769736
165.3219147,0.26875128340124527
165.3282166,0.26886156154102625
165.345108,0.2691016451416619
165.4291077,0.2692909122194566
165.5366516,0.26956509801295236
165.5366974,0.2697743004735315
165.9142303,0.2702322172366492
165.9218292,0.2704628337868807
166.0723419,0.27059211242021325
166.301712,0.2708191053235624
166.5431061,0.2709815556333381
167.2456207,0.2713914931259623
167.4533234,0.2715444708460584
167.4763794,0.27164355846171834
167.5463409,0.2721951769089015
167.7134552,0.2722942320831523
167.7436829,0.27244840275662807
167.8797913,0.2725545724962842
167.9805756,0.27284083155933575
168.047287,0.27327713486086547
168.0892792,0.2735151595737854
168.1512756,0.2737002662792724
168.1932831,0.2739403101171014
168.6728973,0.2740732009752063
168.9174347,0.2743184604864225
169.1692047,0.27462561836984795
169.1856079,0.2747238680411217
169.2852631,0.2750053528573649
169.4507446,0.2752793872720248
169.5974274,0.27567161019744024
169.6306458,0.2759399890010468
169.6814117,0.2765752414901134
170.2201233,0.27698679768936435
170.3212433,0.27713360548792837
170.4344788,0.27786105918333126
170.6397247,0.27809096631679253
170.7204437,0.2781934156792858
170.7330627,0.27833216444028047
170.8638763,0.2786819114114184
171.1323547,0.27905041969141464
171.272583,0.27924170168604673
171.29776,0.27950263192019004
171.3744965,0.2796616650685692
171.3927307,0.2798331584788943
