Thickness3D/Length3D,Density
0.06435998523648657,0.006277638522915292
0.07038147716771945,0.007492659666055392
0.07640296909895232,0.008748957468098242
0.08242446103018519,0.010028875478284257
0.08844595296141805,0.011297506876560311
0.09446744489265092,0.01249751602674311
0.1004889368238838,0.01356171704992986
0.10651042875511665,0.014444205901885578
0.11253192068634954,0.015159383248735503
0.1185534126175824,0.015810939794335663
0.12457490454881527,0.01659495977482353
0.13059639648004814,0.01777246596788864
0.13661788841128103,0.019621141735230063
0.1426393803425139,0.022385666860607424
0.14866087227374675,0.02624572299444335
0.1546823642049796,0.031310449434369565
0.1607038561362125,0.037633452807178905
0.16672534806744538,0.045231270204862034
0.17274683999867824,0.05408682028665972
0.1787683319299111,0.06412947423183295
0.18478982386114395,0.07520045131007683
0.19081131579237687,0.08702710315637469
0.19683280772360973,0.09923276971122497
0.20285429965484258,0.11139614275659161
0.20887579158607544,0.12315040474607827
0.2148972835173083,0.13429018691649833
0.22091877544854122,0.14484642676922652
0.22694026737977407,0.15510068858911022
0.23296175931100693,0.16553548782078867
0.2389832512422398,0.17674220320912226
0.24500474317347265,0.18932061410063017
0.25102623510470556,0.2037992443318507
0.2570477270359384,0.22058851871205118
0.2630692189671713,0.23996010735621834
0.26909071089840414,0.26203612995918496
0.275112202829637,0.28677579673456294
0.2811336947608699,0.3139616176589732
0.28715518669210277,0.34320360210528966
0.29317667862333563,0.37398740028816163
0.2991981705545685,0.40578434771210753
0.30521966248580135,0.43821876835006995
0.31124115441703426,0.4712595234038928
0.3172626463482671,0.5053813044676099
0.3232841382795,0.541636300503767
0.32930563021073284,0.5815904800828514
0.3353271221419657,0.6271054135670162
0.34134861407319855,0.6799793205538299
0.34737010600443147,0.7414963033197164
0.3533915979356643,0.8119686240772503
0.3594130898668972,0.8903857887375135
0.36543458179813004,0.9742894881083483
0.3714560737293629,1.059958791725809
0.3774775656605958,1.1429160865680548
0.3834990575918287,1.2186753079212562
0.38952054952306153,1.2835827401670505
0.3955420414542944,1.33556434322977
0.40156353338552725,1.3745884118908334
0.40758502531676016,1.4026759637916977
0.413606517247993,1.4233653096425414
0.4196280091792259,1.4406914337168983
0.42564950111045874,1.457957217922695
0.4316709930416916,1.4767491246828095
0.4376924849729245,1.4966399091278682
0.44371397690415737,1.515755578266839
0.44973546883539023,1.5319638863865952
0.4557569607666231,1.5441086015505057
0.46177845269785595,1.5526900906559837
0.46779994462908886,1.5597100597092541
0.4738214365603217,1.5678587330950888
0.4798429284915546,1.5795362055562487
0.48586442042278744,1.5961915275300762
0.4918859123540203,1.6181883558506327
0.4979074042852532,1.6450857223415327
0.5039288962164861,1.676064873174257
0.509950388147719,1.7102888870890096
0.5159718800789518,1.7471393935231458
0.5219933720101847,1.7863787166007314
0.5280148639414176,1.8282666495484658
0.5340363558726504,1.8735739426853668
0.5400578478038833,1.9233917713239579
0.5460793397351161,1.9787036245178258
0.552100831666349,2.0398284059433327
0.558122323597582,2.10595678798871
0.5641438155288148,2.174996394938698
0.5701653074600477,2.243807418175134
0.5761867993912805,2.3087302230562146
0.5822082913225134,2.3661934183112714
0.5882297832537462,2.4132098740719856
0.5942512751849791,2.4476911168671247
0.600272767116212,2.4686372161727745
0.6062942590474448,2.476292419758243
0.6123157509786777,2.472277136673101
0.6183372429099105,2.4595904990713002
0.6243587348411435,2.442337678313044
0.6303802267723764,2.425129994280602
0.6364017187036092,2.412283146627424
0.6424232106348421,2.407074056737398
0.6484447025660749,2.4113050767636537
0.6544661944973078,2.425264399726294
0.6604876864285407,2.447968713179998
0.6665091783597735,2.477462569974033
0.6725306702910064,2.5109952131599966
0.6785521622222392,2.545056841893681
0.6845736541534722,2.5754174781742267
0.6905951460847051,2.5973660174166247
0.6966166380159379,2.606260419793992
0.7026381299471708,2.598321766794004
0.7086596218784036,2.5714331038754143
0.7146811138096365,2.5256330272100107
0.7207026057408694,2.4630706305629375
0.7267240976721022,2.3873886202161363
0.7327455896033351,2.3027356730446282
0.7387670815345679,2.2127618727429943
0.7447885734658009,2.1199425096760454
0.7508100653970338,2.025411625696836
0.7568315573282666,1.9292590184050413
0.7628530492594995,1.8310735430578338
0.7688745411907323,1.730475997405917
0.7748960331219652,1.6274661853498231
0.7809175250531981,1.5225373299858054
0.7869390169844309,1.4166091199489321
0.7929605089156638,1.3108644559070273
0.7989820008468966,1.2065602313555142
0.8050034927781295,1.1048554569962332
0.8110249847093625,1.0066844705936353
0.8170464766405953,0.912699032252469
0.8230679685718282,0.8232987635349043
0.829089460503061,0.7387567358008233
0.8351109524342939,0.6594277161224953
0.8411324443655268,0.5860056684332058
0.8471539362967596,0.5197754742622361
0.8531754282279925,0.46277863395913893
0.8591969201592253,0.4177860253582168
0.8652184120904582,0.38795954534564225
0.8712399040216912,0.37612156036789907
0.877261395952924,0.3836692538882292
0.8832828878841569,0.40936869749645555
0.8893043798153897,0.448471545578238
0.8953258717466226,0.49268171387461995
0.9013473636778555,0.5313289172275087
0.9073688556090883,0.5536619128854113
0.9133903475403212,0.5516230232457762
0.919411839471554,0.5221065460786505
0.9254333314027869,0.4677913468243319
0.9314548233340199,0.39619042745169303
0.9374763152652527,0.31731096269090586
0.9434978071964856,0.24086920039983442
0.9495192991277184,0.17407942480952007
0.9555407910589513,0.12064622800691804
0.9615622829901842,0.08099760217403704
