a,b,c,c/a,1-(b/a),(a-b)/(a-c)
0.0567295,0.0567295,0.0518154,0.9133766382569914,0.0,0.0
3.70995,1.58812,1.30229,0.3510262941549077,0.5719295408293912,0.8812830715300334
1.46355,0.956588,0.924246,0.6315096853541048,0.34639199207406646,0.9400301128862386
0.449904,0.312333,0.28876999999999997,0.6418480386926988,0.30577856609410003,0.8537676716273409
0.519895,0.141067,0.11557500000000001,0.22230450379403535,0.728662518393137,0.9369509299564701
0.220532,0.09425109999999999,0.0714717,0.3240876607476466,0.5726193931039487,0.8471799667651281
0.191052,0.08847580000000001,0.0679696,0.3557649226388627,0.5369019952683038,0.833394538943017
0.11414700000000001,0.0714004,0.052280700000000006,0.45801203711004235,0.37448728394088326,0.6909512933535706
1.62598,0.659211,0.568929,0.34989913775077186,0.5945761940491273,0.9145906867312931
0.167997,0.070872,0.0619024,0.3684732465460693,0.5781353238450686,0.9154565830871693
0.17930600000000002,0.12651,0.0911546,0.5083745106131418,0.2944463654311624,0.598924123723503
0.486989,0.235753,0.21132800000000002,0.43394820006201373,0.5158966629636399,0.9113947928796603
0.705876,0.47260500000000005,0.46927800000000003,0.6648164833483502,0.330470224232018,0.9859381736109349
0.11763200000000001,0.0567295,0.0523424,0.44496735582154506,0.5177375204026116,0.9328055310493554
0.328947,0.26168,0.253823,0.7716227842175184,0.20449190903093806,0.8954129173100474
0.332198,0.205066,0.169755,0.5110054846808229,0.38269947440983987,0.7826252901017587
0.247258,0.12380500000000001,0.12248,0.4953530320555857,0.49928819289972415,0.9893811409062494
0.17930600000000002,0.125017,0.113459,0.6327674478266203,0.3027729133436696,0.824471881786566
0.275415,0.241573,0.21314,0.7738866801009385,0.12287638654394284,0.5434283420313127
0.4719,0.281115,0.262183,0.5555901674083492,0.4042911633820725,0.9097259640372501
0.448542,0.304576,0.258267,0.5757922335032172,0.32096436900000447,0.7566206805938773
0.30060899999999996,0.212253,0.177677,0.5910568213193884,0.2939233356286737,0.718738814954609
0.376075,0.245485,0.227322,0.6044592169115203,0.34724456557867445,0.8778982608754108
1.26034,0.434779,0.38979700000000006,0.30927924210927216,0.6550303886252915,0.9483288016789522
0.24272200000000002,0.168009,0.165015,0.6798518469689603,0.30781305361689515,0.9614706525795618
0.193404,0.0811153,0.0684192,0.3537631072780294,0.580591404521106,0.8984188477318842
0.285629,0.23682,0.23089400000000002,0.8083702985341125,0.17088250842876607,0.8917328948570387
0.360471,0.29435100000000003,0.27905,0.774126073942148,0.1834266834225221,0.8120755087753772
0.20700000000000002,0.11731699999999999,0.10609,0.512512077294686,0.4332512077294687,0.888742443761768
0.349548,0.27472199999999997,0.257824,0.7375925480906771,0.2140650211129803,0.8157734071780564
0.312063,0.135535,0.135001,0.4326081592498951,0.5656806478179086,0.9969841072618632
0.15030500000000002,0.08064650000000001,0.058817100000000004,0.39131831941718503,0.46344765643192176,0.7613957692765929
0.644531,0.375621,0.33992300000000003,0.5273958894141633,0.4172181012239907,0.8828067549112303
0.441667,0.329915,0.27114800000000006,0.6139195366645008,0.25302320526550537,0.655363918390326
0.27409,0.188106,0.160439,0.5853515268707359,0.31370717647488056,0.7565617548459759
1.2618,0.771827,0.730033,0.5785647487715961,0.3883127278491044,0.9214054275650801
0.10828600000000001,0.0801133,0.0526118,0.48585966791644347,0.2601693663077407,0.5060279267596123
0.336274,0.242631,0.226918,0.6748009064037065,0.2784723172175072,0.8563133252862212
0.283654,0.154701,0.126534,0.44608572415689535,0.45461371953154195,0.8207293788187373
0.26641899999999996,0.186013,0.16551400000000002,0.6212544901076877,0.30180279934989607,0.7968485208859818
0.40409100000000003,0.27740499999999996,0.26982,0.6677208846522193,0.31350859088670635,0.9435097675596372
0.926429,0.26246800000000003,0.222196,0.23984136938718456,0.7166884888102596,0.9428143810358219
0.34122500000000006,0.303865,0.26969099999999996,0.7903611986226095,0.10948787456956566,0.522269130762994
0.583532,0.49883900000000003,0.48237599999999997,0.8266487527676287,0.14513856994989138,0.8372513741152275
0.26838799999999996,0.167994,0.165314,0.6159515328554184,0.3740629238266986,0.9739992626656575
0.50131,0.209323,0.203213,0.40536394646027407,0.5824479862759571,0.9795033160347133
0.667217,0.491299,0.440808,0.6606666197054332,0.26365934920722944,0.7769920807035056
0.731836,0.479947,0.453531,0.6197167124874972,0.34418776884438596,0.9050825533138104
0.51578,0.288881,0.271597,0.5265752840358292,0.43991430454845093,0.9292170216599844
0.151404,0.0619024,0.0617157,0.40762265197749065,0.5911442234022879,0.9979183460941952
0.30479,0.23897000000000002,0.20840899999999998,0.6837789953738639,0.21595196692804874,0.6829146823544057
0.599371,0.206226,0.16525399999999998,0.2757123718031069,0.655929299215344,0.9056199135256163
0.167997,0.12695,0.0941961,0.5607010839479276,0.2443317440192384,0.556185629172544
0.34122500000000006,0.258552,0.25714800000000004,0.7536024617188073,0.2422829511319512,0.9833010216825058
0.386809,0.250998,0.220414,0.5698264518147199,0.3511061014609278,0.8161964001322155
0.298859,0.189845,0.175853,0.5884146035421387,0.36476733175176246,0.8862494512462806
1.0521900000000002,0.408952,0.364299,0.3462292931884925,0.6113325540064058,0.9350870995550167
0.442895,0.285845,0.27786500000000003,0.6273834656069724,0.35459871978685686,0.9516451554262862
0.152395,0.0713864,0.0630404,0.4136644903048,0.531569933396765,0.9065968623887298
3.19621,1.67059,1.6059100000000002,0.5024419546900861,0.47732157774364015,0.9593284285983777
0.35733600000000004,0.277434,0.24491100000000002,0.6853801464168178,0.22360467459198075,0.7107138092061375
1.1023399999999999,0.7213200000000001,0.7176520000000001,0.6510259992379848,0.34564653373732224,0.9904650002079607
0.190391,0.0637169,0.0619024,0.3251330157412903,0.6653365967929157,0.9858781245962677
0.738545,0.486344,0.45677,0.6184728080211768,0.3414835927397789,0.8950439180196966
1.2286400000000002,0.40618400000000005,0.26336200000000004,0.2143524547467118,0.6694035681729392,0.8520405520482183
0.298358,0.147884,0.122249,0.40973930647074985,0.5043404232499213,0.8544367408820674
0.401053,0.265152,0.250943,0.6257103175889471,0.3388604498657285,0.9053427486509894
0.17930600000000002,0.128255,0.113459,0.6327674478266203,0.28471439884889527,0.775297280058317
0.232542,0.161631,0.144127,0.6197891133644675,0.30493846272931346,0.8020245433467172
0.422632,0.339446,0.319986,0.7571267674951258,0.196828446497189,0.8104163825185586
0.314512,0.192478,0.167215,0.5316649285241899,0.3880106323447118,0.8284893786024154
0.39731400000000006,0.283225,0.253722,0.6385931530225463,0.2871507170650922,0.7945359072928855
0.53918,0.387823,0.37684500000000004,0.698922437775882,0.2807170147260656,0.9323744109403398
0.5399700000000001,0.388748,0.387157,0.71699724058744,0.2800562994240422,0.9895885821232486
0.11414700000000001,0.0714004,0.052280700000000006,0.45801203711004235,0.37448728394088326,0.6909512933535706
0.21941200000000002,0.0670753,0.0637169,0.2903984285271544,0.6942952071901263,0.9784296358716491
0.411901,0.113459,0.103976,0.2524295886632953,0.724547888934477,0.9692035398230088
0.322942,0.260513,0.24451499999999998,0.7571483424268134,0.19331335038489883,0.796014127787624
0.17930600000000002,0.125017,0.113459,0.6327674478266203,0.3027729133436696,0.824471881786566
0.191373,0.127716,0.122349,0.6393221614334311,0.33263313006536965,0.9222444367176634
0.210685,0.16282400000000002,0.150576,0.7146972969124521,0.2271685217267484,0.7962368364138477
0.0567295,0.0567295,0.0518154,0.9133766382569914,0.0,0.0
0.496046,0.423617,0.405617,0.8177003745620366,0.14601266817996716,0.8009488106691436
0.399473,0.27791899999999997,0.240072,0.6009717803205723,0.3042858966688613,0.76256736155984
0.345931,0.242705,0.226918,0.6559631834094083,0.298400548086179,0.8673506255619134
0.39056799999999997,0.236589,0.226918,0.5809948587697917,0.3942437680506339,0.9409043690803545
0.624665,0.357306,0.333173,0.5333626823977652,0.4280038100421826,0.9172087055562417
0.151404,0.0619024,0.0617157,0.40762265197749065,0.5911442234022879,0.9979183460941952
0.5305700000000001,0.242057,0.200891,0.3786324141960532,0.5437793316621747,0.8751330839998909
1.40249,0.563246,0.501849,0.35782715028271145,0.5983957104863493,0.9318296635396345
0.292255,0.203936,0.186575,0.638397974371696,0.30219842261039154,0.8357210446631338
0.301996,0.193404,0.165987,0.5496331077232811,0.3595809216016106,0.7984177517664273
0.151404,0.0619024,0.0617157,0.40762265197749065,0.5911442234022879,0.9979183460941952
0.341218,0.148535,0.10571,0.3098019447977539,0.5646917806211864,0.8181590434295226
0.83525,0.39628199999999997,0.375765,0.4498832684824903,0.5255528284944628,0.9553478350762268
0.239224,0.142353,0.142018,0.5936611711199545,0.4049384677122696,0.9965537106762957
0.430123,0.37006700000000003,0.356206,0.828149157334065,0.13962517698425791,0.8124788614256528
0.327058,0.20355,0.191776,0.5863669440894276,0.3776333249759981,0.9129669874780089
0.640069,0.376545,0.367909,0.5747958423232495,0.41171186231484413,0.9682686654908876
0.486989,0.34630200000000005,0.315395,0.6476429652415147,0.2888915355377636,0.8198829795913606
0.323618,0.244064,0.220724,0.6820510602006069,0.24582686995160963,0.7731646160125956
9.47902,3.67253,3.49519,0.3687290458296322,0.6125622690953284,0.9703634628657566
0.253135,0.140882,0.12921700000000003,0.5104667469927116,0.44345112291860067,0.905865168902016
0.0567295,0.0567295,0.0518154,0.9133766382569914,0.0,0.0
0.283654,0.115023,0.08797350000000001,0.31014369619324955,0.5944954063753729,0.8617670130646642
0.6690510000000001,0.395884,0.37270200000000003,0.5570606725047866,0.40829024992115703,0.9217746643315821
0.36358100000000004,0.24156100000000003,0.23209100000000002,0.638347438397496,0.3356060960281203,0.927979314016275
0.365251,0.30422000000000005,0.272227,0.7453148656677189,0.16709331391289806,0.6560780013759885
0.167997,0.0659759,0.0619024,0.3684732465460693,0.607279296654107,0.9616050204251677
1.24923,0.866558,0.8593310000000001,0.6878885393402336,0.3063262969989513,0.9814644305320096
1.03291,0.6321559999999999,0.6186459999999999,0.5989350475840102,0.38798540047051544,0.9673879458509549
0.293844,0.225212,0.202358,0.6886579273355931,0.233566109908659,0.7501912860984196
0.747656,0.31689999999999996,0.23455099999999998,0.31371513102282333,0.5761419690338874,0.8395084826692393
0.20569300000000001,0.130549,0.113459,0.551593880200104,0.3653211339228851,0.8147104104776981
0.262678,0.16113,0.14073,0.5357509955154218,0.3865873807475313,0.8327155836914095
0.232542,0.169613,0.160054,0.6882799666296842,0.2706134805755519,0.8681298973623218
0.27778800000000003,0.179931,0.15071700000000002,0.5425612337465981,0.35227223638170124,0.7700970323677315
0.797476,0.416899,0.411034,0.5154186458275861,0.47722690087225195,0.9848230782368376
0.501275,0.289029,0.278474,0.5555313949428956,0.42341229863847196,0.952625885880225
0.384936,0.22829300000000002,0.220121,0.5718379159132947,0.4069325810004779,0.9504171343627703
0.26135800000000003,0.0722482,0.06312279999999999,0.24151853013873684,0.7235661429916054,0.9539668030702922
0.38461900000000004,0.21271600000000002,0.191333,0.4974611238654356,0.446943598730172,0.8893711908777666
0.476354,0.38366100000000003,0.373798,0.7847063318456442,0.19458847831654602,0.9038281524240414
0.8350879999999999,0.450914,0.42506099999999997,0.5090014465541356,0.46004013948230604,0.9369480546403042
0.42801900000000004,0.361965,0.340538,0.7956142133877234,0.15432492482810356,0.7550668145082936
0.39056799999999997,0.280082,0.278474,0.7129974805923681,0.2828854386432068,0.9856548967830571
0.349548,0.250465,0.228928,0.6549257898772128,0.28346035451497364,0.8214475211407727
0.396207,0.279494,0.261787,0.6607328997216102,0.294575815167324,0.868271090611516
0.42067899999999997,0.332065,0.306582,0.7287789502209524,0.21064517125884574,0.7766549514886457
0.423503,0.304176,0.26865100000000003,0.6343544201575905,0.28176187653924534,0.7705873995815361
0.333304,0.229655,0.205862,0.6176403523510069,0.31097436574418547,0.813303306602219
0.36227,0.28145600000000004,0.272429,0.7520054103293123,0.22307671074060764,0.8995224897318589
0.356677,0.260395,0.251543,0.7052403154674958,0.26994171196909256,0.9158026899005082
0.265717,0.187365,0.166676,0.6272688612320627,0.29487010616558207,0.7911067133813268
0.636471,0.469301,0.43183,0.6784755314853308,0.2626514012421618,0.8168939753030916
0.465278,0.248615,0.221114,0.475229862576782,0.4656635387875636,0.8873666879638276
1.28001,0.565507,0.517684,0.40443746533230207,0.5582011078038454,0.9372669960095813
0.11763200000000001,0.0567295,0.0523424,0.44496735582154506,0.5177375204026116,0.9328055310493554
0.33810199999999996,0.28408300000000003,0.27401200000000003,0.8104418193326276,0.15977131161602098,0.8428616008737712
0.260685,0.138412,0.134541,0.5161056447436562,0.46904501601549764,0.9693128488077117
0.224408,0.126522,0.12380500000000001,0.551696017967274,0.4361965705322448,0.9729928530958323
0.888193,0.542736,0.5355700000000001,0.6029883144766961,0.38894361923590937,0.9796780130621091
0.207945,0.134575,0.108136,0.5200221212339802,0.35283368198321674,0.7351040487330801
0.423503,0.224322,0.19659700000000002,0.4642163101560084,0.4703178017629155,0.8778128387966825
0.346078,0.158486,0.125985,0.36403643109356854,0.5420512138881987,0.8523306056985003
0.830035,0.45711700000000005,0.441936,0.5324305601571018,0.4492798496448944,0.9608836920476475
0.301022,0.235432,0.21384899999999998,0.7104098703749226,0.21789105115240748,0.7524118706480216
0.483329,0.410246,0.396978,0.821341156851751,0.15120756255056078,0.8463480446086322
0.324793,0.23957,0.234106,0.7207852385981225,0.26239173873821175,0.9397488063338737
0.210206,0.130808,0.12483,0.5938460367449073,0.37771519366716455,0.9299803223388304
0.338275,0.235627,0.221745,0.6555169610523982,0.303445421624418,0.8808718784862267
0.17930600000000002,0.12283400000000001,0.0911546,0.5083745106131418,0.3149476314233768,0.6406251063511186
0.10828600000000001,0.0801133,0.0526118,0.48585966791644347,0.2601693663077407,0.5060279267596123
0.27409,0.16137,0.153325,0.5593965485789338,0.4112517786128643,0.9333830166024922
0.0567295,0.0567295,0.0518154,0.9133766382569914,0.0,0.0
0.298859,0.156495,0.138132,0.46219789265171873,0.476358416510796,0.8857503717483683
0.147017,0.075272,0.0559578,0.38062128869450473,0.488004788561867,0.7878940293786899
0.342046,0.147036,0.118632,0.34683054326026325,0.5701279944802746,0.8728638312728836
0.27778800000000003,0.17299,0.165015,0.594032139617262,0.3772589168718592,0.9292827183811727
0.315347,0.28122600000000003,0.26406799999999997,0.8373886544029275,0.10820144158656964,0.665399091245928
0.216161,0.09513379999999999,0.0706832,0.3269933059154982,0.5598937828748016,0.8319289953518682
0.17930600000000002,0.125017,0.113459,0.6327674478266203,0.3027729133436696,0.824471881786566
0.479817,0.274207,0.240551,0.5013390521803104,0.42851753897840217,0.8593364707062433
0.276068,0.241573,0.211732,0.7669559673703581,0.124951099004593,0.5361694852026856
0.365918,0.24241200000000002,0.208371,0.5694472532097354,0.3375237074973081,0.783931144356922
0.43278500000000003,0.303642,0.290695,0.6716845546865071,0.2983998983328905,0.9088816947005417
0.199457,0.130572,0.116035,0.5817544633680443,0.34536265962087065,0.8257414111385486
0.232542,0.158275,0.13901,0.5977844862433452,0.3193702642963422,0.794027712440662
0.5270130000000001,0.432267,0.414972,0.7874037262837917,0.1797792464322513,0.8456368650761775
0.389536,0.245262,0.234052,0.6008481886141461,0.3703739834058982,0.9279025494584652
0.454793,0.23209100000000002,0.22068700000000002,0.4852471344106,0.48967772151286404,0.9512870238268135
0.11763200000000001,0.0567295,0.0523424,0.44496735582154506,0.5177375204026116,0.9328055310493554
0.310805,0.274207,0.247897,0.7975965637618443,0.11775228841234864,0.5817702041075861
0.0567295,0.0567295,0.0518154,0.9133766382569914,0.0,0.0
0.235432,0.130008,0.118632,0.5038907200380577,0.4477895952971558,0.9026027397260273
0.300512,0.20272,0.175361,0.5835407571078692,0.32541795335959955,0.7813920783693297
0.22257400000000002,0.188106,0.163366,0.7339851015841922,0.15486085526611382,0.5821510606674777
0.151404,0.0619024,0.0617157,0.40762265197749065,0.5911442234022879,0.9979183460941952
0.26838799999999996,0.16113,0.130214,0.48517072298314384,0.3996378377572767,0.7762531301113089
0.390484,0.27372199999999997,0.241968,0.6196617531064013,0.2990186537732661,0.786191386786609
0.452732,0.312991,0.28708100000000003,0.6341080374261152,0.30866163646484013,0.8435868180693145
0.7411920000000001,0.34035000000000004,0.290154,0.3914694168312664,0.5408072402292523,0.8887100421693959
0.224643,0.134155,0.0907027,0.4037637495937999,0.4028080109329024,0.6755845701405776
0.17930600000000002,0.128255,0.113459,0.6327674478266203,0.28471439884889527,0.775297280058317
0.213424,0.124417,0.10732599999999999,0.5028769023165154,0.41704306919559186,0.8389130803596674
0.559721,0.325005,0.29343,0.5242433283725285,0.4193446377748915,0.8814267098775401
0.417964,0.276749,0.270587,0.6473930769157152,0.3378640265668813,0.9581888625769286
0.430889,0.23077699999999998,0.200799,0.46601096802192676,0.46441658988741885,0.8697118518840454
0.34122500000000006,0.23267300000000002,0.22804400000000002,0.6683097662832441,0.3181244047182944,0.9591009091631988
0.0567295,0.0567295,0.0518154,0.9133766382569914,0.0,0.0
1.92097,0.614459,0.41364100000000004,0.2153292347095478,0.6801308713826869,0.8667722839539345
0.36945900000000004,0.204209,0.17018799999999998,0.4606410995536716,0.4472756110962245,0.8292726989878105
0.29403500000000005,0.203936,0.185233,0.6299692213511996,0.3064227047800433,0.8281005863862797
0.860246,0.38676,0.360894,0.41952418261753033,0.5504076740839248,0.9482008683253497
0.260685,0.142076,0.138412,0.5309549839845024,0.454989738573374,0.9700342675815593
0.11763200000000001,0.0567295,0.0523424,0.44496735582154506,0.5177375204026116,0.9328055310493554
0.0567295,0.0567295,0.0518154,0.9133766382569914,0.0,0.0
0.288177,0.221745,0.21515700000000001,0.7466140601088914,0.23052498984998804,0.9097781429745277
0.928313,0.488576,0.431685,0.4650209573710591,0.4736947559713157,0.8854454440748407
