EqDiameter,Cumulative Frequency of Volume
0.06428740000000001,3.471310258152249e-05
0.06428740000000001,3.487919398143408e-05
0.06428740000000001,3.504528538134567e-05
0.06428740000000001,3.521137678125727e-05
0.06428740000000001,3.537746818116886e-05
0.06428740000000001,3.554355958108045e-05
0.06428740000000001,3.570965098099204e-05
0.06428740000000001,3.5875742380903636e-05
0.06428740000000001,3.6041833780815226e-05
0.06428740000000001,3.620792518072682e-05
0.06428740000000001,3.637401658063841e-05
0.06428740000000001,3.6540107980550004e-05
0.06428740000000001,3.6706199380461594e-05
0.06428740000000001,3.6872290780373184e-05
0.06428740000000001,3.7038382180284774e-05
0.06428740000000001,3.720447358019637e-05
0.06428740000000001,3.737056498010796e-05
0.06428740000000001,3.753665638001955e-05
0.06428740000000001,3.770274777993114e-05
0.06428740000000001,3.786883917984274e-05
0.06428740000000001,3.803493057975433e-05
0.06428740000000001,3.820102197966592e-05
0.06428740000000001,3.836711337957751e-05
0.06428740000000001,3.853320477948911e-05
0.06428740000000001,3.86992961794007e-05
0.06428740000000001,3.886538757931229e-05
0.06428740000000001,3.903147897922388e-05
0.06428740000000001,3.9197570379135474e-05
0.06428740000000001,3.9363661779047065e-05
0.06428740000000001,3.9529753178958655e-05
0.06428740000000001,3.9695844578870245e-05
0.06428740000000001,3.986193597878184e-05
0.06428740000000001,4.002802737869343e-05
0.06428740000000001,4.019411877860502e-05
0.06428740000000001,4.036021017851662e-05
0.06428740000000001,4.052630157842821e-05
0.06428740000000001,4.06923929783398e-05
0.06428740000000001,4.085848437825139e-05
0.06428740000000001,4.102457577816299e-05
0.06428740000000001,4.119066717807458e-05
0.06428740000000001,4.135675857798617e-05
0.06428740000000001,4.152284997789776e-05
0.06428740000000001,4.1688941377809355e-05
0.06428740000000001,4.1855032777720945e-05
0.06428740000000001,4.2021124177632535e-05
0.06428740000000001,4.2187215577544125e-05
0.06428740000000001,4.235330697745572e-05
0.06428740000000001,4.251939837736731e-05
0.06428740000000001,4.26854897772789e-05
0.06428740000000001,4.285158117719049e-05
0.06428740000000001,4.301767257710209e-05
0.06428740000000001,4.318376397701368e-05
0.06428740000000001,4.334985537692527e-05
0.06428740000000001,4.351594677683686e-05
0.06428740000000001,4.368203817674846e-05
0.06428740000000001,4.384812957666005e-05
0.06428740000000001,4.401422097657164e-05
0.06428740000000001,4.418031237648323e-05
0.06428740000000001,4.4346403776394825e-05
0.06428740000000001,4.4512495176306416e-05
0.06428740000000001,4.4678586576218006e-05
0.06428740000000001,4.4844677976129596e-05
0.06428740000000001,4.501076937604119e-05
0.06428740000000001,4.517686077595278e-05
0.06428740000000001,4.5342952175864373e-05
0.06428740000000001,4.550904357577597e-05
0.06428740000000001,4.567513497568756e-05
0.06428740000000001,4.584122637559915e-05
0.06428740000000001,4.600731777551074e-05
0.06428740000000001,4.617340917542234e-05
0.06428740000000001,4.633950057533393e-05
0.06428740000000001,4.650559197524552e-05
0.06428740000000001,4.667168337515711e-05
0.06428740000000001,4.6837774775068706e-05
0.06428740000000001,4.7003866174980296e-05
0.06428740000000001,4.7169957574891886e-05
0.06428740000000001,4.7336048974803476e-05
0.06428740000000001,4.7502140374715073e-05
0.06428740000000001,4.7668231774626664e-05
0.06428740000000001,4.7834323174538254e-05
0.06428740000000001,4.8000414574449844e-05
0.06428740000000001,4.816650597436144e-05
0.06428740000000001,4.833259737427303e-05
0.06428740000000001,4.849868877418462e-05
0.06428740000000001,4.866478017409621e-05
0.06428740000000001,4.883087157400781e-05
0.06428740000000001,4.89969629739194e-05
0.06428740000000001,4.916305437383099e-05
0.06428740000000001,4.932914577374258e-05
0.06428740000000001,4.9495237173654176e-05
0.06428740000000001,4.9661328573565767e-05
0.06428740000000001,4.982741997347736e-05
0.06428740000000001,4.999351137338895e-05
0.06428740000000001,5.0159602773300544e-05
0.06428740000000001,5.0325694173212134e-05
0.06428740000000001,5.0491785573123724e-05
0.06428740000000001,5.065787697303532e-05
0.06428740000000001,5.082396837294691e-05
0.06428740000000001,5.09900597728585e-05
0.06428740000000001,5.115615117277009e-05
0.06428740000000001,5.132224257268169e-05
0.06428740000000001,5.148833397259328e-05
0.06428740000000001,5.165442537250487e-05
0.06428740000000001,5.182051677241646e-05
0.06428740000000001,5.198660817232806e-05
0.06428740000000001,5.215269957223965e-05
0.06428740000000001,5.231879097215124e-05
0.06428740000000001,5.248488237206283e-05
0.06428740000000001,5.2650973771974424e-05
0.06428740000000001,5.2817065171886015e-05
0.06428740000000001,5.2983156571797605e-05
0.06428740000000001,5.3149247971709195e-05
0.06428740000000001,5.331533937162079e-05
0.0809971,5.364752217144397e-05
0.0809971,5.397970497126716e-05
0.0809971,5.431188777109034e-05
0.0809971,5.464407057091353e-05
0.0809971,5.497625337073671e-05
0.0809971,5.5308436170559895e-05
0.0809971,5.5640618970383075e-05
0.0809971,5.597280177020626e-05
0.0809971,5.630498457002944e-05
0.0809971,5.663716736985263e-05
0.0809971,5.696935016967581e-05
0.0809971,5.7301532969499e-05
0.0809971,5.763371576932218e-05
0.0809971,5.7965898569145366e-05
0.0809971,5.8298081368968546e-05
0.0809971,5.863026416879173e-05
0.0809971,5.8962446968614914e-05
0.0809971,5.92946297684381e-05
0.0809971,5.962681256826128e-05
0.0809971,5.995899536808447e-05
0.0809971,6.029117816790765e-05
0.0809971,6.0623360967730836e-05
0.0809971,6.095554376755402e-05
0.0809971,6.128772656737721e-05
0.0809971,6.161990936720039e-05
0.0809971,6.195209216702357e-05
0.0809971,6.228427496684675e-05
0.0809971,6.261645776666995e-05
0.0809971,6.294864056649313e-05
0.0809971,6.32808233663163e-05
0.0809971,6.361300616613949e-05
0.0809971,6.394518896596268e-05
0.0809971,6.427737176578586e-05
0.0809971,6.460955456560904e-05
0.0809971,6.494173736543222e-05
0.0809971,6.527392016525542e-05
0.0809971,6.56061029650786e-05
0.0809971,6.593828576490178e-05
0.0809971,6.627046856472496e-05
0.0809971,6.660265136454815e-05
0.0809971,6.693483416437133e-05
0.0809971,6.726701696419451e-05
0.0809971,6.759919976401769e-05
0.0809971,6.793138256384089e-05
0.0809971,6.826356536366407e-05
0.0809971,6.859574816348725e-05
0.0809971,6.892793096331043e-05
0.0809971,6.926011376313362e-05
0.0809971,6.95922965629568e-05
0.0809971,6.992447936277998e-05
0.0809971,7.025666216260316e-05
0.0809971,7.058884496242636e-05
0.0809971,7.092102776224954e-05
0.0809971,7.125321056207272e-05
0.0809971,7.158539336189591e-05
0.0809971,7.191757616171909e-05
0.0809971,7.224975896154227e-05
0.0809971,7.258194176136545e-05
0.0809971,7.291412456118865e-05
0.0809971,7.324630736101183e-05
0.0809971,7.357849016083501e-05
0.0809971,7.391067296065819e-05
0.0809971,7.424285576048138e-05
0.0809971,7.457503856030456e-05
0.0809971,7.490722136012773e-05
0.0809971,7.523940415995092e-05
0.0809971,7.55715869597741e-05
0.0809971,7.590376975959729e-05
0.0809971,7.623595255942048e-05
0.0809971,7.656813535924366e-05
0.0809971,7.690031815906684e-05
0.0809971,7.723250095889002e-05
0.0809971,7.756468375871321e-05
0.0809971,7.78968665585364e-05
0.0809971,7.822904935835958e-05
0.0809971,7.856123215818276e-05
0.0809971,7.889341495800595e-05
0.0809971,7.922559775782913e-05
0.0809971,7.955778055765231e-05
0.0809971,7.988996335747549e-05
0.0809971,8.022214615729869e-05
0.0809971,8.055432895712187e-05
0.0809971,8.088651175694505e-05
0.0809971,8.121869455676823e-05
0.0809971,8.155087735659142e-05
0.0809971,8.18830601564146e-05
0.0809971,8.221524295623778e-05
0.0809971,8.254742575606096e-05
0.0809971,8.287960855588416e-05
0.0809971,8.321179135570734e-05
0.0809971,8.354397415553052e-05
0.0809971,8.38761569553537e-05
0.0809971,8.420833975517689e-05
0.0809971,8.454052255500007e-05
0.0809971,8.487270535482325e-05
0.0809971,8.520488815464645e-05
0.0809971,8.553707095446963e-05
0.0809971,8.586925375429281e-05
0.0809971,8.620143655411599e-05
0.0809971,8.653361935393918e-05
0.0809971,8.686580215376236e-05
0.0809971,8.719798495358554e-05
0.0809971,8.753016775340872e-05
0.0809971,8.786235055323192e-05
0.0809971,8.81945333530551e-05
0.0809971,8.852671615287828e-05
0.0809971,8.885889895270146e-05
0.0809971,8.919108175252465e-05
0.0809971,8.952326455234783e-05
0.0809971,8.985544735217101e-05
0.0809971,9.018763015199419e-05
0.0809971,9.051981295181739e-05
0.0809971,9.085199575164057e-05
0.0809971,9.118417855146375e-05
0.0809971,9.151636135128693e-05
0.0809971,9.184854415111012e-05
0.0809971,9.21807269509333e-05
0.0809971,9.251290975075648e-05
0.0809971,9.284509255057966e-05
0.0809971,9.317727535040286e-05
0.0809971,9.350945815022604e-05
0.0809971,9.384164095004922e-05
0.0809971,9.41738237498724e-05
0.0809971,9.450600654969559e-05
0.0809971,9.483818934951877e-05
0.0809971,9.517037214934195e-05
0.0809971,9.550255494916515e-05
0.0809971,9.583473774898833e-05
0.0809971,9.616692054881151e-05
0.0809971,9.649910334863469e-05
0.0809971,9.683128614845788e-05
0.0809971,9.716346894828106e-05
0.0809971,9.749565174810424e-05
0.0809971,9.782783454792742e-05
0.0809971,9.816001734775062e-05
0.0809971,9.84922001475738e-05
0.0809971,9.882438294739698e-05
0.0809971,9.915656574722016e-05
0.0809971,9.948874854704335e-05
0.0809971,9.982093134686653e-05
0.0809971,0.00010015311414668971
0.0809971,0.0001004852969465129
0.0809971,0.00010081747974633609
0.0809971,0.00010114966254615927
0.0809971,0.00010148184534598245
0.0809971,0.00010181402814580563
0.0809971,0.00010214621094562882
0.0809971,0.000102478393745452
0.0809971,0.00010281057654527519
0.0809971,0.00010314275934509837
0.0809971,0.00010347494214492156
0.0809971,0.00010380712494474474
0.0809971,0.00010413930774456792
0.0809971,0.0001044714905443911
0.0809971,0.0001048036733442143
0.0809971,0.00010513585614403748
0.0809971,0.00010546803894386066
0.0809971,0.00010580022174368385
0.0809971,0.00010613240454350703
0.0809971,0.00010646458734333021
0.0809971,0.00010679677014315339
0.0809971,0.00010712895294297659
0.0809971,0.00010746113574279977
0.0809971,0.00010779331854262295
0.0809971,0.00010812550134244613
0.0809971,0.00010845768414226932
0.0809971,0.0001087898669420925
0.0809971,0.00010912204974191568
0.0809971,0.00010945423254173886
0.0809971,0.00010978641534156206
0.0809971,0.00011011859814138524
0.0809971,0.00011045078094120842
0.0809971,0.0001107829637410316
0.0809971,0.00011111514654085479
0.0809971,0.00011144732934067797
0.0809971,0.00011177951214050115
0.0809971,0.00011211169494032433
0.0809971,0.00011244387774014753
0.0809971,0.0001127760605399707
0.0809971,0.00011310824333979389
0.0809971,0.00011344042613961707
0.0809971,0.00011377260893944026
0.0809971,0.00011410479173926344
0.0809971,0.00011443697453908662
0.0809971,0.0001147691573389098
0.0809971,0.000115101340138733
0.0809971,0.00011543352293855618
0.0809971,0.00011576570573837936
0.0809971,0.00011609788853820255
0.0809971,0.00011643007133802573
0.0809971,0.00011676225413784891
0.0809971,0.00011709443693767209
0.0809971,0.00011742661973749529
0.0809971,0.00011775880253731847
0.0809971,0.00011809098533714165
0.0809971,0.00011842316813696483
0.0809971,0.00011875535093678802
0.0809971,0.0001190875337366112
0.0809971,0.00011941971653643438
0.0809971,0.00011975189933625756
0.0809971,0.00012008408213608076
0.0809971,0.00012041626493590394
0.0809971,0.00012074844773572712
0.0809971,0.0001210806305355503
0.0809971,0.00012141281333537349
0.0809971,0.00012174499613519667
0.0809971,0.00012207717893501985
0.0809971,0.00012240936173484303
0.0809971,0.00012274154453466621
0.0809971,0.0001230737273344894
0.0809971,0.0001234059101343126
0.0809971,0.00012373809293413578
0.0809971,0.00012407027573395896
0.0809971,0.00012440245853378214
0.0809971,0.00012473464133360532
0.0809971,0.0001250668241334285
0.0809971,0.00012539900693325169
0.0809971,0.0001257311897330749
0.0809971,0.00012606337253289807
0.0809971,0.00012639555533272125
0.0809971,0.00012672773813254443
0.0809971,0.00012705992093236761
0.0809971,0.0001273921037321908
0.0809971,0.00012772428653201398
0.0809971,0.00012805646933183716
0.0809971,0.00012838865213166036
0.0809971,0.00012872083493148354
0.0809971,0.00012905301773130672
0.0809971,0.0001293852005311299
0.0809971,0.00012971738333095309
0.0809971,0.00013004956613077627
0.0809971,0.00013038174893059945
0.0809971,0.00013071393173042263
0.0809971,0.00013104611453024583
0.0809971,0.00013137829733006901
0.0809971,0.0001317104801298922
0.0809971,0.00013204266292971538
0.0809971,0.00013237484572953856
0.0809971,0.00013270702852936174
0.0809971,0.00013303921132918492
0.0809971,0.0001333713941290081
0.0809971,0.0001337035769288313
0.0809971,0.00013403575972865449
0.0809971,0.00013436794252847767
0.0809971,0.00013470012532830085
0.0809971,0.00013503230812812403
0.0809971,0.0001353644909279472
0.0809971,0.0001356966737277704
0.0809971,0.0001360288565275936
0.0809971,0.00013636103932741678
0.0809971,0.00013669322212723996
0.0809971,0.00013702540492706314
0.0809971,0.00013735758772688632
0.0809971,0.0001376897705267095
0.0809971,0.00013802195332653268
0.0809971,0.00013835413612635586
0.0809971,0.00013868631892617907
0.0809971,0.00013901850172600225
0.0809971,0.00013935068452582543
0.0809971,0.0001396828673256486
0.0809971,0.0001400150501254718
0.0809971,0.00014034723292529497
0.0809971,0.00014067941572511815
0.0809971,0.00014101159852494133
0.0809971,0.00014134378132476454
0.0809971,0.00014167596412458772
0.0809971,0.0001420081469244109
0.0809971,0.00014234032972423408
0.0809971,0.00014267251252405726
0.0809971,0.00014300469532388044
0.0809971,0.00014333687812370362
0.0809971,0.0001436690609235268
0.0809971,0.00014400124372335
0.0809971,0.0001443334265231732
0.0809971,0.00014466560932299637
0.0809971,0.00014499779212281955
0.0809971,0.00014532997492264273
0.0809971,0.0001456621577224659
0.0809971,0.0001459943405222891
0.0809971,0.0001463265233221123
0.0809971,0.00014665870612193548
0.0809971,0.00014699088892175866
0.0809971,0.00014732307172158184
0.0809971,0.00014765525452140502
0.0809971,0.0001479874373212282
0.0809971,0.00014831962012105138
0.0809971,0.00014865180292087456
0.0809971,0.00014898398572069777
0.0809971,0.00014931616852052092
0.0809971,0.0001496483513203441
0.0809971,0.00014998053412016725
0.0809971,0.00015031271691999043
0.0809971,0.0001506448997198136
0.0809971,0.00015097708251963677
0.0809971,0.00015130926531945992
0.0809971,0.0001516414481192831
0.0809971,0.00015197363091910626
0.0809971,0.00015230581371892944
0.0809971,0.0001526379965187526
0.0809971,0.00015297017931857577
0.0809971,0.00015330236211839892
0.0809971,0.0001536345449182221
0.0809971,0.00015396672771804526
0.0809971,0.00015429891051786844
0.0809971,0.0001546310933176916
0.0809971,0.00015496327611751477
0.0809971,0.00015529545891733792
0.0809971,0.0001556276417171611
0.0809971,0.00015595982451698426
0.0809971,0.00015629200731680744
0.0809971,0.0001566241901166306
0.0809971,0.00015695637291645377
0.0809971,0.00015728855571627693
0.0809971,0.0001576207385161001
0.0809971,0.0001579529213159233
0.0809971,0.00015828510411574644
0.0809971,0.00015861728691556962
0.0809971,0.00015894946971539277
0.0809971,0.00015928165251521595
0.0809971,0.0001596138353150391
0.0809971,0.0001599460181148623
0.0809971,0.00016027820091468544
0.0809971,0.00016061038371450862
0.0809971,0.00016094256651433178
0.0809971,0.00016127474931415496
0.0809971,0.0001616069321139781
0.0809971,0.0001619391149138013
0.0809971,0.00016227129771362444
0.0809971,0.00016260348051344762
0.0809971,0.00016293566331327078
0.0809971,0.00016326784611309396
0.0809971,0.0001636000289129171
0.0809971,0.0001639322117127403
0.0809971,0.00016426439451256344
0.0809971,0.00016459657731238662
0.0809971,0.00016492876011220978
0.0809971,0.00016526094291203296
0.0809971,0.0001655931257118561
0.0809971,0.0001659253085116793
0.0809971,0.00016625749131150245
0.0809971,0.00016658967411132563
0.0809971,0.0001669218569111488
0.0809971,0.00016725403971097196
0.0809971,0.00016758622251079514
0.0809971,0.0001679184053106183
0.0809971,0.00016825058811044147
0.0809971,0.00016858277091026463
0.0809971,0.0001689149537100878
0.0809971,0.00016924713650991096
0.0809971,0.00016957931930973414
0.0809971,0.0001699115021095573
0.0809971,0.00017024368490938047
0.0809971,0.00017057586770920363
0.0809971,0.0001709080505090268
0.0809971,0.00017124023330884996
0.0809971,0.00017157241610867314
0.0809971,0.0001719045989084963
0.0809971,0.00017223678170831948
0.0809971,0.00017256896450814263
0.0809971,0.0001729011473079658
0.0809971,0.00017323333010778896
0.0809971,0.00017356551290761214
0.0809971,0.0001738976957074353
0.0809971,0.00017422987850725848
0.0809971,0.00017456206130708163
0.0809971,0.0001748942441069048
0.0809971,0.00017522642690672796
0.0809971,0.00017555860970655115
0.0809971,0.0001758907925063743
0.0809971,0.00017622297530619748
0.0809971,0.00017655515810602066
0.0809971,0.0001768873409058438
0.0809971,0.000177219523705667
0.0809971,0.00017755170650549015
0.0809971,0.00017788388930531333
0.0809971,0.00017821607210513648
0.0809971,0.00017854825490495966
0.0809971,0.00017888043770478281
0.0809971,0.000179212620504606
0.0809971,0.00017954480330442915
0.0809971,0.00017987698610425233
0.09271850000000001,0.0001803752591100813
0.09271850000000001,0.00018087353211591027
0.09271850000000001,0.00018137180512173927
0.09271850000000001,0.00018187007812756824
0.09271850000000001,0.00018236835113339723
0.09271850000000001,0.0001828666241392262
0.09271850000000001,0.00018336489714505517
0.09271850000000001,0.00018386317015088417
0.09271850000000001,0.00018436144315671314
0.09271850000000001,0.0001848597161625421
0.09271850000000001,0.0001853579891683711
0.09271850000000001,0.00018585626217420008
0.09271850000000001,0.00018635453518002908
0.09271850000000001,0.00018685280818585805
0.09271850000000001,0.00018735108119168702
0.09271850000000001,0.000187849354197516
0.09271850000000001,0.00018834762720334498
0.09271850000000001,0.00018884590020917395
0.09271850000000001,0.00018934417321500295
0.09271850000000001,0.00018984244622083192
0.09271850000000001,0.00019034071922666092
0.09271850000000001,0.0001908389922324899
0.09271850000000001,0.00019133726523831886
0.09271850000000001,0.00019183553824414786
0.09271850000000001,0.00019233381124997683
0.09271850000000001,0.0001928320842558058
0.09271850000000001,0.0001933303572616348
0.09271850000000001,0.00019382863026746376
0.09271850000000001,0.00019432690327329273
0.09271850000000001,0.00019482517627912173
0.09271850000000001,0.0001953234492849507
0.09271850000000001,0.0001958217222907797
0.09271850000000001,0.00019631999529660867
0.09271850000000001,0.00019681826830243764
0.09271850000000001,0.00019731654130826664
0.09271850000000001,0.0001978148143140956
0.09271850000000001,0.00019831308731992458
0.09271850000000001,0.00019881136032575357
0.09271850000000001,0.00019930963333158254
0.09271850000000001,0.00019980790633741154
0.09271850000000001,0.0002003061793432405
0.09271850000000001,0.00020080445234906948
0.09271850000000001,0.00020130272535489848
0.09271850000000001,0.00020180099836072745
0.09271850000000001,0.00020229927136655642
0.09271850000000001,0.00020279754437238542
0.09271850000000001,0.00020329581737821439
0.09271850000000001,0.00020379409038404338
0.09271850000000001,0.00020429236338987235
0.09271850000000001,0.00020479063639570132
0.09271850000000001,0.00020528890940153032
0.09271850000000001,0.0002057871824073593
0.09271850000000001,0.00020628545541318826
0.09271850000000001,0.00020678372841901726
0.09271850000000001,0.00020728200142484623
0.09271850000000001,0.00020778027443067523
0.09271850000000001,0.0002082785474365042
0.09271850000000001,0.00020877682044233317
0.09271850000000001,0.00020927509344816216
0.09271850000000001,0.00020977336645399113
