Graph ID,Number of Segments,Mean Length,Mean Radius,Total Volume,Total Length,Number of Nodes,Intermediate Nodes,Terminal Nodes,Branching Nodes,Isolated Nodes
Graph370,1,277.24149,70.526649,4149756.5,277.24149,2,0,2,0,0
Graph371,1,342.26617,25.907698,721724.56,342.26617,2,0,2,0,0
Graph372,1,345.51392,69.759369,5188018.5,345.51392,2,0,2,0,0
Graph373,1,619.98889,25.907696,1307348.6,619.98889,2,0,2,0,0
Graph374,1,672.95587,60.977146,8523039,672.95587,2,0,2,0,0
Graph375,1,1052.2054,74.843292,20481314,1052.2054,2,0,2,0,0
Graph376,1,355.70587,29.913912,1110874.3,355.70587,2,0,2,0,0
Graph377,1,424.45764,26.819517,978448.44,424.45764,2,0,2,0,0
Graph378,1,653.1499,29.832567,1772512.3,653.1499,2,0,2,0,0
Graph379,1,396.17139,50.274868,2819301.3,396.17139,2,0,2,0,0
Graph380,1,770.40088,75.431366,13609761,770.40088,2,0,2,0,0
Graph381,1,444.34924,25.907698,936983.63,444.34924,2,0,2,0,0
Graph382,1,350.56146,34.878792,1307126.8,350.56146,2,0,2,0,0
Graph383,1,665.60297,25.907694,1403533.4,665.60297,2,0,2,0,0
Graph384,1,380.86111,25.907698,803108.38,380.86111,2,0,2,0,0
Graph385,1,597.03027,32.477169,2096470.8,597.03027,2,0,2,0,0
Graph386,1,668.63245,25.907694,1409921.8,668.63245,2,0,2,0,0
Graph387,1,307.88113,111.51632,11348026,307.88113,2,0,2,0,0
Graph388,1,284.31973,73.677872,4971486,284.31973,2,0,2,0,0
Graph389,1,681.99829,432.45862,399678750,681.99829,2,0,2,0,0
Graph390,1,325.06219,42.608646,1563273.5,325.06219,2,0,2,0,0
Graph391,1,782.56689,31.299385,2345676.8,782.56689,2,0,2,0,0
Graph392,1,1004.6972,76.81311,23903560,1004.6972,2,0,2,0,0
Graph393,1,291.45367,86.441948,6842389.5,291.45367,2,0,2,0,0
Graph394,1,511.95062,36.455551,2285331.3,511.95062,2,0,2,0,0
Graph395,1,599.92023,25.907696,1265030.6,599.92023,2,0,2,0,0
Graph396,1,884.15588,25.907692,1864388.3,884.15588,2,0,2,0,0
Graph397,1,354.97763,73.989761,5752788.5,354.97763,2,0,2,0,0
Graph398,1,623.57715,77.464485,11253559,623.57715,2,0,2,0,0
Graph399,1,523.27289,59.749958,5701237,523.27289,2,0,2,0,0
Graph400,1,565.33167,50.531792,4801038.5,565.33167,2,0,2,0,0
Graph401,1,514.43799,39.019638,2869661,514.43799,2,0,2,0,0
Graph402,1,339.61307,44.657341,2201688.5,339.61307,2,0,2,0,0
Graph403,1,286.35602,25.907698,603828.81,286.35602,2,0,2,0,0
Graph404,1,438.70825,59.575882,4957168.5,438.70825,2,0,2,0,0
Graph405,1,388.63464,25.907698,819500.13,388.63464,2,0,2,0,0
Graph406,1,530.1983,58.231209,5663781.5,530.1983,2,0,2,0,0
Graph407,1,413.3847,32.075485,1256961.4,413.3847,2,0,2,0,0
Graph408,1,285.56561,104.82165,9600266,285.56561,2,0,2,0,0
Graph409,1,491.32077,37.725498,2318501.3,491.32077,2,0,2,0,0
Graph410,1,657.69409,39.566677,3677411.8,657.69409,2,0,2,0,0
Graph411,1,288.03549,63.644337,3544596.5,288.03549,2,0,2,0,0
Graph412,1,375.51367,33.103588,1097767.1,375.51367,2,0,2,0,0
Graph413,1,531.37878,25.907698,1120499.6,531.37878,2,0,2,0,0
Graph414,1,626.78687,49.787296,4841841,626.78687,2,0,2,0,0
Graph415,1,349.63818,25.907698,737269.63,349.63818,2,0,2,0,0
Graph416,1,291.06976,29.14522,862734.19,291.06976,2,0,2,0,0
Graph417,1,347.55896,38.804626,1684984,347.55896,2,0,2,0,0
Graph418,1,287.27628,25.907698,605769.38,287.27628,2,0,2,0,0
Graph419,1,1866.47,60.25985,24594056,1866.47,2,0,2,0,0
Graph420,1,565.62531,42.443657,3894674,565.62531,2,0,2,0,0
Graph421,1,270.8421,25.907698,571115.19,270.8421,2,0,2,0,0
Graph422,1,305.73645,59.946976,3343125.8,305.73645,2,0,2,0,0
Graph423,1,1012.1173,35.548416,4589753,1012.1173,2,0,2,0,0
Graph424,1,461.30994,63.127167,5568512,461.30994,2,0,2,0,0
Graph425,1,834.91217,126.70387,47051108,834.91217,2,0,2,0,0
Graph426,1,500.37683,46.592216,3609080.5,500.37683,2,0,2,0,0
Graph427,1,433.99823,34.655952,1605149.5,433.99823,2,0,2,0,0
Graph428,1,321.1857,25.907698,677273,321.1857,2,0,2,0,0
Graph429,1,267.02505,67.833229,3838017.8,267.02505,2,0,2,0,0
Graph430,1,948.32971,38.721401,5282573.5,948.32971,2,0,2,0,0
Graph431,1,947.12402,35.63348,3707304,947.12402,2,0,2,0,0
Graph432,1,1009.5472,59.503819,12315542,1009.5472,2,0,2,0,0
Graph433,1,258.96677,52.512939,2080715.9,258.96677,2,0,2,0,0
Graph434,1,585.19629,34.788776,2319978,585.19629,2,0,2,0,0
Graph435,1,264.1893,25.907698,557086.63,264.1893,2,0,2,0,0
Graph436,1,428.43643,25.907698,903428.81,428.43643,2,0,2,0,0
Graph437,1,1236.9246,145.25363,107593620,1236.9246,2,0,2,0,0
Graph438,1,490.47266,38.824451,2751988,490.47266,2,0,2,0,0
Graph439,1,750.15979,25.907694,1581835.1,750.15979,2,0,2,0,0
Graph440,1,327.54285,25.907698,690678.06,327.54285,2,0,2,0,0
Graph441,1,681.80701,49.060108,5973429,681.80701,2,0,2,0,0
Graph442,1,319.91437,33.695339,1229082.9,319.91437,2,0,2,0,0
Graph443,1,622.32025,41.084442,3572845.5,622.32025,2,0,2,0,0
Graph444,1,361.37332,46.788219,2273677,361.37332,2,0,2,0,0
Graph445,1,626.56079,65.476898,8682496,626.56079,2,0,2,0,0
Graph446,1,266.30304,25.907698,561543.81,266.30304,2,0,2,0,0
Graph447,1,1151.722,75.734947,20451338,1151.722,2,0,2,0,0
Graph448,1,1032.9863,58.589699,12405952,1032.9863,2,0,2,0,0
Graph449,1,304.61496,68.011375,4403535,304.61496,2,0,2,0,0
Graph450,1,639.32306,25.907696,1348118.3,639.32306,2,0,2,0,0
Graph451,1,1092.9467,67.44841,22241610,1092.9467,2,0,2,0,0
Graph452,1,739.01337,25.907694,1558331.3,739.01337,2,0,2,0,0
Graph453,1,387.23688,25.907698,816552.69,387.23688,2,0,2,0,0
Graph454,1,400.35043,25.907698,844204.75,400.35043,2,0,2,0,0
Graph455,1,909.55859,62.728416,11024765,909.55859,2,0,2,0,0
Graph456,1,638.81653,102.00833,21106264,638.81653,2,0,2,0,0
Graph457,1,1580.2659,52.640892,15237013,1580.2659,2,0,2,0,0
Graph458,1,462.65259,25.907696,975579.19,462.65259,2,0,2,0,0
Graph459,1,774.71057,63.91048,9725343,774.71057,2,0,2,0,0
Graph460,1,325.95251,25.907698,687324.56,325.95251,2,0,2,0,0
Graph461,1,497.0748,25.907698,1048164.1,497.0748,2,0,2,0,0
Graph462,1,303.35492,25.907698,639673.81,303.35492,2,0,2,0,0
Graph463,1,341.67676,25.907698,720481.75,341.67676,2,0,2,0,0
Graph464,1,429.49274,66.546753,5802339.5,429.49274,2,0,2,0,0
Graph465,1,342.26276,25.907698,721717.31,342.26276,2,0,2,0,0
Graph466,1,2414.033,63.456844,30866552,2414.033,2,0,2,0,0
Graph467,1,305.87112,25.907698,644979.63,305.87112,2,0,2,0,0
Graph468,1,364.25903,25.907698,768100.19,364.25903,2,0,2,0,0
Graph469,1,733.28204,37.301109,3516029,733.28204,2,0,2,0,0
Graph470,1,364.0416,25.907698,767641.63,364.0416,2,0,2,0,0
Graph471,1,424.84125,25.907698,895847.81,424.84125,2,0,2,0,0
Graph472,1,811.19965,49.7995,6738777,811.19965,2,0,2,0,0
Graph473,1,1694.6525,53.073071,19528094,1694.6525,2,0,2,0,0
Graph474,1,557.98035,42.389641,3614791.5,557.98035,2,0,2,0,0
Graph475,1,570.82599,44.185741,3281666,570.82599,2,0,2,0,0
Graph476,1,334.8967,25.907698,706184.81,334.8967,2,0,2,0,0
Graph477,1,2085.0437,74.021568,36255148,2085.0437,2,0,2,0,0
Graph478,1,326.16489,25.907698,687772.31,326.16489,2,0,2,0,0
Graph479,1,328.7915,32.499897,989448,328.7915,2,0,2,0,0
Graph480,1,366.88812,61.524422,4277693.5,366.88812,2,0,2,0,0
Graph481,1,598.3056,25.907696,1261625.9,598.3056,2,0,2,0,0
Graph482,1,539.63843,42.435589,4003444.8,539.63843,2,0,2,0,0
Graph483,1,277.6507,33.103958,912642.5,277.6507,2,0,2,0,0
Graph484,1,642.10852,25.907696,1353991.6,642.10852,2,0,2,0,0
Graph485,1,795.93634,443.11285,489149820,795.93634,2,0,2,0,0
Graph486,1,807.3175,54.909546,11914378,807.3175,2,0,2,0,0
Graph487,1,595.36212,29.96648,1967425.5,595.36212,2,0,2,0,0
Graph488,1,435.31738,62.846794,5261117.5,435.31738,2,0,2,0,0
Graph489,1,579.63757,39.991604,3333368.3,579.63757,2,0,2,0,0
Graph490,1,548.65649,47.524738,4412851,548.65649,2,0,2,0,0
Graph491,1,293.94342,28.635019,796527.13,293.94342,2,0,2,0,0
Graph492,1,1147.1205,147.09737,78986528,1147.1205,2,0,2,0,0
Graph493,1,389.80032,25.907698,821958.13,389.80032,2,0,2,0,0
Graph494,1,615.97198,26.740898,1405474.8,615.97198,2,0,2,0,0
Graph495,1,442.67178,39.554165,2253756.5,442.67178,2,0,2,0,0
Graph496,1,449.87869,26.873833,1034543.8,449.87869,2,0,2,0,0
Graph497,1,666.62531,32.529675,2039515,666.62531,2,0,2,0,0
Graph498,1,414.20828,25.907698,873426.38,414.20828,2,0,2,0,0
Graph499,1,948.44269,37.428497,4557311.5,948.44269,2,0,2,0,0
Graph500,1,976.5531,58.974758,11825541,976.5531,2,0,2,0,0
Graph501,1,993.55872,55.722851,11401403,993.55872,2,0,2,0,0
Graph502,1,381.84067,25.907698,805173.94,381.84067,2,0,2,0,0
Graph503,1,292.85745,25.907698,617538.25,292.85745,2,0,2,0,0
Graph504,1,406.46716,25.907698,857103,406.46716,2,0,2,0,0
Graph505,1,1008.7172,89.380394,28361832,1008.7172,2,0,2,0,0
Graph506,1,441.24664,42.059891,2791468.3,441.24664,2,0,2,0,0
Graph507,1,650.59912,290.50562,171655540,650.59912,2,0,2,0,0
Graph508,1,1408.7114,80.90416,31634840,1408.7114,2,0,2,0,0
Graph509,1,514.09674,43.135571,3327495.8,514.09674,2,0,2,0,0
Graph510,1,670.92706,110.52351,27566636,670.92706,2,0,2,0,0
Graph511,1,489.63165,53.649006,4695647,489.63165,2,0,2,0,0
Graph512,1,593.65289,60.338734,7030877,593.65289,2,0,2,0,0
Graph513,1,557.35864,25.907696,1175282.6,557.35864,2,0,2,0,0
Graph514,1,642.82263,62.390934,7908939.5,642.82263,2,0,2,0,0
Graph515,1,549.74475,68.771667,8156066,549.74475,2,0,2,0,0
Graph516,1,1005.2876,65.489342,13711441,1005.2876,2,0,2,0,0
Graph517,1,385.84708,25.907698,813622.06,385.84708,2,0,2,0,0
Graph518,1,840.58331,31.091906,2478301.5,840.58331,2,0,2,0,0
Graph519,1,786.29773,51.940361,9211368,786.29773,2,0,2,0,0
Graph520,1,614.18225,25.907696,1295104.4,614.18225,2,0,2,0,0
Graph521,1,606.10132,61.34486,7144436,606.10132,2,0,2,0,0
Graph522,1,511.66974,43.286636,3339564.3,511.66974,2,0,2,0,0
Graph523,1,1537.0765,47.179367,12009695,1537.0765,2,0,2,0,0
Graph524,1,1214.7925,55.171669,13435032,1214.7925,2,0,2,0,0
Graph525,1,975.65826,87.545906,26339680,975.65826,2,0,2,0,0
Graph526,1,506.23938,53.96693,4536389,506.23938,2,0,2,0,0
Graph527,1,438.52206,25.907698,924696,438.52206,2,0,2,0,0
Graph528,1,256.10333,66.146538,3464019.5,256.10333,2,0,2,0,0
Graph529,1,426.8222,61.300884,4939400.5,426.8222,2,0,2,0,0
Graph530,1,867.00519,53.021111,7872017.5,867.00519,2,0,2,0,0
Graph531,1,370.35352,25.907698,780951.44,370.35352,2,0,2,0,0
Graph532,1,553.77509,48.053917,4687935.5,553.77509,2,0,2,0,0
Graph533,1,620.39502,51.774456,5490591.5,620.39502,2,0,2,0,0
Graph534,1,270.11316,35.7202,1279113.8,270.11316,2,0,2,0,0
Graph535,1,550.64001,25.907698,1161115.1,550.64001,2,0,2,0,0
Graph536,1,521.47852,25.907698,1099623.4,521.47852,2,0,2,0,0
Graph537,1,290.89426,68.975342,4349177,290.89426,2,0,2,0,0
Graph538,1,353.97571,221.39972,54259916,353.97571,2,0,2,0,0
Graph539,1,1462.6162,26.510454,3250835.5,1462.6162,2,0,2,0,0
Graph540,1,692.63257,31.68614,2239306,692.63257,2,0,2,0,0
Graph541,1,1153.8806,81.818871,24838960,1153.8806,2,0,2,0,0
Graph542,1,1237.1144,114.70264,63409724,1237.1144,2,0,2,0,0
Graph543,1,1789.9254,260.08801,526165310,1789.9254,2,0,2,0,0
Graph544,1,309.05609,25.907698,651695.63,309.05609,2,0,2,0,0
Graph545,1,269.47885,77.378288,5089484,269.47885,2,0,2,0,0
Graph546,1,593.48633,60.373623,6871103.5,593.48633,2,0,2,0,0
Graph547,1,600.12268,86.761673,14485421,600.12268,2,0,2,0,0
Graph548,1,613.61292,33.015713,2300657.5,613.61292,2,0,2,0,0
Graph549,1,630.68616,27.014946,1457288.6,630.68616,2,0,2,0,0
Graph550,1,340.36423,61.91745,4010780,340.36423,2,0,2,0,0
Graph551,1,846.86987,48.608631,7534020.5,846.86987,2,0,2,0,0
Graph552,1,1458.7953,62.290794,33824268,1458.7953,2,0,2,0,0
Graph553,1,514.91443,27.962807,1302599.8,514.91443,2,0,2,0,0
Graph554,1,624.38367,44.82843,5004182,624.38367,2,0,2,0,0
Graph555,1,2237.9285,93.986313,82338416,2237.9285,2,0,2,0,0
Graph556,1,429.26553,25.907698,905177,429.26553,2,0,2,0,0
Graph557,1,414.8447,77.010033,7620751.5,414.8447,2,0,2,0,0
Graph558,1,616.41156,46.044201,4196546,616.41156,2,0,2,0,0
Graph559,1,1354.347,47.795437,11923992,1354.347,2,0,2,0,0
Graph560,1,415.0459,61.572178,4841606.5,415.0459,2,0,2,0,0
Graph561,1,309.15625,75.583405,5718788.5,309.15625,2,0,2,0,0
Graph562,1,356.14276,73.548752,5997972.5,356.14276,2,0,2,0,0
Graph563,1,628.80603,79.760139,14213235,628.80603,2,0,2,0,0
Graph564,1,758.89294,65.748016,10154986,758.89294,2,0,2,0,0
Graph565,1,495.32037,94.246918,13852861,495.32037,2,0,2,0,0
Graph566,1,765.39075,54.002438,7357253,765.39075,2,0,2,0,0
Graph567,1,536.1441,52.8867,4491178,536.1441,2,0,2,0,0
Graph568,1,283.75037,25.907698,598334.44,283.75037,2,0,2,0,0
Graph569,1,419.22983,25.907698,884015.13,419.22983,2,0,2,0,0
Graph570,1,470.55902,31.304432,1293173.9,470.55902,2,0,2,0,0
Graph571,1,267.02399,82.224586,5560880.5,267.02399,2,0,2,0,0
Graph572,1,315.88895,25.907698,666103.81,315.88895,2,0,2,0,0
Graph573,1,1788.1752,29.130159,4899014.5,1788.1752,2,0,2,0,0
Graph574,1,335.37787,45.999104,2184492.5,335.37787,2,0,2,0,0
Graph575,1,1367.4714,54.381565,13692303,1367.4714,2,0,2,0,0
Graph576,1,348.5538,404.52509,177841900,348.5538,2,0,2,0,0
Graph577,1,1545.4287,191.23805,293079230,1545.4287,2,0,2,0,0
Graph578,1,686.98877,45.957211,5186199,686.98877,2,0,2,0,0
Graph579,1,243.38422,25.907698,513215.72,243.38422,2,0,2,0,0
Graph580,1,1020.0806,72.171738,16435292,1020.0806,2,0,2,0,0
Graph581,1,890.85333,121.42722,66846320,890.85333,2,0,2,0,0
Graph582,1,527.74109,25.907698,1112828.9,527.74109,2,0,2,0,0
Graph583,1,503.151,72.707092,8580418,503.151,2,0,2,0,0
Graph584,1,567.26709,32.24477,1800311.6,567.26709,2,0,2,0,0
Graph585,1,568.05804,25.907696,1197844,568.05804,2,0,2,0,0
Graph586,1,362.49841,120.7479,16600424,362.49841,2,0,2,0,0
Graph587,1,511.85995,85.266083,11813500,511.85995,2,0,2,0,0
Graph588,1,1057.4128,452.19473,674860420,1057.4128,2,0,2,0,0
Graph589,1,632.75159,53.229313,5529704,632.75159,2,0,2,0,0
Graph590,1,860.9729,49.662159,9781672,860.9729,2,0,2,0,0
Graph591,1,826.74341,48.769897,6760073.5,826.74341,2,0,2,0,0
Graph592,1,395.23932,32.075748,1206481.1,395.23932,2,0,2,0,0
Graph593,1,600.90228,29.505295,1541021,600.90228,2,0,2,0,0
Graph594,1,523.7309,25.907696,1104372.9,523.7309,2,0,2,0,0
Graph595,1,558.146,40.273052,3310590.8,558.146,2,0,2,0,0
Graph596,1,1300.7612,77.14344,28979388,1300.7612,2,0,2,0,0
Graph597,1,632.18756,77.682976,11647435,632.18756,2,0,2,0,0
Graph598,1,357.28784,25.907698,753400.25,357.28784,2,0,2,0,0
Graph599,1,386.52222,25.907698,815045.75,386.52222,2,0,2,0,0
Graph600,1,411.15787,106.62656,14381320,411.15787,2,0,2,0,0
Graph601,1,465.15628,65.198792,6107484,465.15628,2,0,2,0,0
Graph602,1,879.40717,81.463425,18478702,879.40717,2,0,2,0,0
Graph603,1,1137.9625,50.549648,10229872,1137.9625,2,0,2,0,0
Graph604,1,474.54684,34.121033,1744614.8,474.54684,2,0,2,0,0
Graph605,1,594.28827,63.035107,7724098.5,594.28827,2,0,2,0,0
Graph606,1,282.65414,26.524607,632465.69,282.65414,2,0,2,0,0
Graph607,1,274.09076,86.476845,6439581.5,274.09076,2,0,2,0,0
Graph608,1,380.83469,25.907698,803052.69,380.83469,2,0,2,0,0
Graph609,1,324.51401,25.907698,684291.19,324.51401,2,0,2,0,0
Graph610,1,741.80206,25.907694,1564211.6,741.80206,2,0,2,0,0
Graph611,1,2286.3918,136.53497,182143760,2286.3918,2,0,2,0,0
Graph612,1,1553.8267,48.543362,12126889,1553.8267,2,0,2,0,0
Graph613,1,964.79987,72.462311,18377274,964.79987,2,0,2,0,0
Graph614,1,303.40973,83.785156,6622182.5,303.40973,2,0,2,0,0
Graph615,1,343.10681,170.02235,30526192,343.10681,2,0,2,0,0
Graph616,1,362.27377,75.467285,6478665.5,362.27377,2,0,2,0,0
Graph617,1,683.57678,31.227623,2024969.8,683.57678,2,0,2,0,0
Graph618,1,351.84674,25.907698,741926.88,351.84674,2,0,2,0,0
Graph619,1,287.56378,25.907698,606375.56,287.56378,2,0,2,0,0
Graph620,1,851.6272,25.907694,1795796.4,851.6272,2,0,2,0,0
Graph621,1,421.28723,25.907698,888353.44,421.28723,2,0,2,0,0
Graph622,1,306.22501,93.6726,7858137.5,306.22501,2,0,2,0,0
Graph623,1,604.98779,72.113869,10159706,604.98779,2,0,2,0,0
Graph624,1,1630.8201,95.221161,52534228,1630.8201,2,0,2,0,0
Graph625,1,439.35947,71.74231,7013829,439.35947,2,0,2,0,0
Graph626,1,326.22345,155.23552,24178834,326.22345,2,0,2,0,0
Graph627,1,252.90994,25.907698,533302.25,252.90994,2,0,2,0,0
Graph628,1,455.931,108.73071,16844398,455.931,2,0,2,0,0
Graph629,1,326.37952,72.086021,5264377,326.37952,2,0,2,0,0
Graph630,1,281.83545,106.88795,9965182,281.83545,2,0,2,0,0
Graph631,1,894.16962,38.211365,4466719,894.16962,2,0,2,0,0
Graph632,1,776.00262,73.238419,15240596,776.00262,2,0,2,0,0
Graph633,1,893.08673,50.090298,7703474.5,893.08673,2,0,2,0,0
Graph634,1,1712.8647,48.577263,14719954,1712.8647,2,0,2,0,0
Graph635,1,437.44778,25.907698,922430.75,437.44778,2,0,2,0,0
Graph636,1,1179.1088,98.30114,40204256,1179.1088,2,0,2,0,0
Graph637,1,380.54056,25.907698,802432.56,380.54056,2,0,2,0,0
Graph638,1,299.88586,25.907698,632358.75,299.88586,2,0,2,0,0
Graph639,1,1082.0479,35.234982,5036295,1082.0479,2,0,2,0,0
Graph640,1,296.25278,70.929802,4678760.5,296.25278,2,0,2,0,0
Graph641,1,4789.4897,378.72507,2896201700,4789.4897,2,0,2,0,0
Graph642,1,482.10669,60.644432,5464740,482.10669,2,0,2,0,0
Graph643,1,1115.1202,139.00996,124161850,1115.1202,2,0,2,0,0
Graph644,1,366.90082,67.453377,5168606,366.90082,2,0,2,0,0
Graph645,1,1523.451,76.85231,29410886,1523.451,2,0,2,0,0
Graph646,1,641.33923,35.893288,2922954.5,641.33923,2,0,2,0,0
Graph647,1,1054.771,25.907692,2224158.5,1054.771,2,0,2,0,0
Graph648,1,680.09625,46.597652,4879412.5,680.09625,2,0,2,0,0
Graph649,1,564.31854,53.600613,5602526.5,564.31854,2,0,2,0,0
Graph650,1,288.80151,64.245834,3644234.3,288.80151,2,0,2,0,0
Graph651,1,407.43411,25.907698,859141.94,407.43411,2,0,2,0,0
Graph652,1,409.04245,25.907698,862533.31,409.04245,2,0,2,0,0
Graph653,1,1423.5927,38.566414,7949787,1423.5927,2,0,2,0,0
Graph654,1,389.06519,69.672882,6062732,389.06519,2,0,2,0,0
Graph655,1,446.1236,34.537884,1735699.9,446.1236,2,0,2,0,0
Graph656,1,665.19403,421.82086,369967970,665.19403,2,0,2,0,0
Graph657,1,311.91333,25.907698,657720.63,311.91333,2,0,2,0,0
Graph658,1,290.8927,25.907698,613395.25,290.8927,2,0,2,0,0
Graph659,1,335.47083,50.722393,2875705.8,335.47083,2,0,2,0,0
Graph660,1,267.02628,33.101379,853978.06,267.02628,2,0,2,0,0
Graph661,1,621.72888,192.1756,72692512,621.72888,2,0,2,0,0
Graph662,1,304.69058,66.406364,4156671,304.69058,2,0,2,0,0
Graph663,1,941.58307,36.96389,4522351,941.58307,2,0,2,0,0
Graph664,1,339.53448,25.907698,715964.38,339.53448,2,0,2,0,0
Graph665,1,262.4007,25.907698,553315,262.4007,2,0,2,0,0
Graph666,1,323.54013,62.386555,3787706.5,323.54013,2,0,2,0,0
Graph667,1,280.71173,64.913208,3642105,280.71173,2,0,2,0,0
Graph668,1,3611.5044,645.80945,5808526800,3611.5044,2,0,2,0,0
Graph669,1,694.76001,43.75267,5757033,694.76001,2,0,2,0,0
Graph670,1,338.91458,25.907698,714657.19,338.91458,2,0,2,0,0
Graph671,1,243.63199,36.356457,1048817.8,243.63199,2,0,2,0,0
