BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,Breadth3d (?m) ,Length3d (?m) ,Width3d (?m) ,Thickness3d (?m) ,a,b,c,EqDiameter,Area3d (?m^2) ,Volume3d,OrientationPhi,OrientationTheta,Shape_VA3d,Sphericity,index
33060,9538.38,66780.8,401.442,511.947,338.791,342.312,511.947,342.312,338.791,362.307,428240,2.49E+07,82.2101,-106.276,1.11983,0.962978,10444
37443,10178.8,66845.8,439.815,580.519,342.251,329.336,580.519,342.251,329.336,389.847,515367,3.10E+07,72.8964,59.3741,1.25758,0.92645,10445
37116.6,12360.1,66720,235.83,278.494,244.193,220.354,278.494,244.193,220.354,214.22,136960,5.15E+06,49.3632,159.875,0.857384,1.05263,10446
35643.4,12612.9,67016,705.718,1252.75,409.465,405.985,1252.75,409.465,405.985,479.522,1.07E+06,5.77E+07,58.7083,-93.3654,3.26772,0.673884,10447
17947.7,16728,66682.2,243.811,288.177,175.361,197.134,288.177,197.134,175.361,214.22,139959,5.15E+06,75.0635,101.638,0.914941,1.03008,10448
22021.5,16777.8,66665.7,124.36,188.066,79.1577,57.9516,188.066,79.1577,57.9516,109.93,33728.1,695579,71.565,90,0.701184,1.12561,10449
30622.9,18057.7,66634.6,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,10450
35900.1,7505.26,66831.5,283.221,365.918,263.004,229.936,365.918,263.004,229.936,258.482,210258,9.04E+06,51.2968,48.8079,1.00514,0.998294,10451
21952.5,10492.6,66703.7,133.931,178.925,126.95,91.6053,178.925,126.95,91.6053,116.818,37266.4,834695,45,0,0.656816,1.15041,10452
32596.5,10377.8,66990.8,423.802,830.579,375.621,360.275,830.579,375.621,360.275,385.128,581541,2.99E+07,54.8249,-111.235,1.94383,0.801273,10453
6074.49,11007.3,66759,219.043,277.787,185.533,195.877,277.787,195.877,185.533,199.756,119965,4.17E+06,36.2436,73.9909,0.876429,1.04495,10454
28405.7,12765.9,66799.7,272.434,327.837,230.894,222.574,327.837,230.894,222.574,225.224,158212,5.98E+06,41.1089,-85.9223,0.978532,1.00726,10455
37531.6,13446.1,66712.3,137.005,179.306,113.459,124.669,179.306,124.669,113.459,116.818,37689.6,834695,45,-90,0.679447,1.13749,10456
32434.4,15564.4,66826.2,309.933,360.448,303.865,280.738,360.448,303.865,280.738,272.31,238033,1.06E+07,68.6867,-16.8949,1.06679,0.97868,10457
37331.3,15816.9,67088.8,776.137,917.814,585.704,602.807,917.814,602.807,585.704,649.45,1.43E+06,1.43E+08,30.2915,103.68,1.25881,0.926147,10458
18740.7,17418.2,66860.3,335.298,417.964,291.433,288.677,417.964,291.433,288.677,305.202,291595,1.49E+07,24.0159,-56.044,0.989393,1.00356,10459
19792.7,18687.1,67017.5,469.989,953.496,433.136,397.36,953.496,433.136,397.36,501.247,895953,6.59E+07,46.8424,-59.7439,1.46249,0.880986,10460
28197.9,20461.9,66784.9,162.608,268.129,127.716,100.284,268.129,127.716,100.284,138.503,63235.6,1.39E+06,26.8615,169.795,1.15526,0.95303,10461
11151.4,20537.4,66730.8,177.475,239.224,165.556,149.98,239.224,165.556,149.98,154.942,71310.2,1.95E+06,46.2081,40.3935,0.845265,1.05763,10462
29109.9,24075.3,66836.2,255.596,377.158,253.314,205.475,377.158,253.314,205.475,244.482,197130,7.65E+06,19.5558,-42.2231,1.15698,0.952559,10463
31659.2,24690,66686.4,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,10464
27909.1,25862.4,66718.8,124.074,224.408,134.575,95.4361,224.408,134.575,95.4361,128.575,50745.5,1.11E+06,79.5544,174.542,0.932842,1.02344,10465
36105.9,8422.36,66804.2,160.818,210.685,137.8,148.236,210.685,148.236,137.8,142.974,58824.5,1.53E+06,57.5638,-172.625,0.768569,1.09171,10466
20982.5,8939.52,66776.4,193.21,230.422,170.188,164.239,230.422,170.188,164.239,171.545,87891.4,2.64E+06,75.3459,101.31,0.859263,1.05186,10467
47002.3,9385.78,66856.3,303.691,422.632,191.176,175.697,422.632,191.176,175.697,212.272,170239,5.01E+06,19.2353,-177.958,1.73926,0.831531,10468
32516.2,11164.1,66847,268.859,325.91,240.426,223.68,325.91,240.426,223.68,236.837,173829,6.96E+06,83.5799,96.3292,0.959883,1.01374,10469
29163.4,11659.9,66823.2,226.124,313.936,207.601,223.348,313.936,223.348,207.601,212.272,139518,5.01E+06,76.4356,-13.3178,0.957371,1.01463,10470
37112.8,14029,66777.1,120.103,150.305,124.851,84.7863,150.305,124.851,84.7863,102.05,27627.8,556463,35.2644,-45,0.602159,1.18421,10471
22267.7,14437.8,66807.3,245.532,294.275,244.193,220.26,294.275,244.193,220.26,212.272,139069,5.01E+06,89.5471,75.5533,0.94815,1.01791,10472
39120.6,14611.9,66738.2,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,10473
11418.8,14718.8,66803,174.934,224.408,184.744,167.631,224.408,184.744,167.631,161.994,78248.1,2.23E+06,67.4177,-174.901,0.85502,1.0536,10474
39530.9,20292.5,66988.9,541.133,974.181,470.796,424.922,974.181,470.796,424.922,520.257,1.01E+06,7.37E+07,76.7652,-78.888,1.67323,0.842328,10475
29679.9,20803.2,66847,302.734,349.548,273.301,285.062,349.548,285.062,273.301,277.006,235242,1.11E+07,84.9052,97.2457,0.929311,1.02474,10476
36419.4,8576.92,66898.6,265.454,365.918,253.211,215.981,365.918,253.211,215.981,241.482,184065,7.37E+06,55.3717,44.0368,1.01427,0.995288,10477
30413.8,9108.41,66890,222.235,277.788,189.419,197.059,277.788,197.059,189.419,195.214,114435,3.90E+06,86.1239,-62.2509,0.873282,1.0462,10478
11402.8,9243.87,66927.7,339.523,455.302,273.301,278.767,455.302,278.767,273.301,303.288,303312,1.46E+07,82.081,-51.0492,1.15633,0.952735,10479
47166.5,8741.44,67724.5,1623.52,3088.49,1061.47,990.515,3088.49,1061.47,990.515,1140.53,9.75E+06,7.77E+08,78.0962,-83.1422,13.5813,0.419134,10480
37129.8,10566.9,66920.3,285.805,390.164,276.678,242.991,390.164,276.678,242.991,272.31,232922,1.06E+07,67.4545,-139.675,0.999535,1.00016,10481
29852.5,11093.4,66880,284.897,347.559,272.542,244.247,347.559,272.542,244.247,241.482,187970,7.37E+06,30.0096,3.7468,1.08021,0.974608,10482
31005.1,11255.4,67000.5,622.973,689.393,388.812,376.949,689.393,388.812,376.949,426.988,702778,4.08E+07,61.073,20.0967,1.8472,0.815008,10483
31338.9,17716.6,66970.7,426.685,512.987,396.444,384.819,512.987,396.444,384.819,388.091,476468,3.06E+07,30.3508,20.1504,1.02106,0.993078,10484
38581.8,18360.8,67035.9,464.966,774.02,400.623,412.799,774.02,412.799,400.623,479.907,793013,5.79E+07,54.6252,-89.7891,1.31658,0.912397,10485
6995.08,18549.9,66816,56.9266,108.286,80.1133,52.6118,108.286,80.1133,52.6118,80.9971,15151.1,278232,0,90,0.397256,1.36033,10486
39937.7,19711.1,66864.5,245.019,330.853,215.868,185.927,330.853,215.868,185.927,218.012,146612,5.43E+06,50.8412,47.3634,0.946616,1.01846,10487
39606.8,20938.3,66963.2,449.023,634.816,278.824,230.821,634.816,278.824,230.821,340.817,453294,2.07E+07,40.1445,-173.249,1.91673,0.805031,10488
28036.4,26129.8,66918.5,307.608,484.536,304.798,270.496,484.536,304.798,270.496,296.393,285867,1.36E+07,70.6736,-169.186,1.1113,0.965434,10489
25318.9,26302.3,66977.7,490.006,615.214,446.872,408.684,615.214,446.872,408.684,446.93,651825,4.67E+07,77.9874,21.7567,1.12075,0.962713,10490
47239.1,8291.89,67100.2,471.752,1094.59,468.72,372.887,1094.59,468.72,372.887,459.015,1.02E+06,5.06E+07,66.7088,-168.51,3.60769,0.652014,10491
28702.1,11692.3,66933.2,329.615,424.075,279.066,283.051,424.075,283.051,279.066,299.387,288320,1.41E+07,72.6671,-22.8878,1.07343,0.976656,10492
30044.3,13860.6,66889.4,228.375,260.685,170.188,162.453,260.685,170.188,162.453,185.437,103487,3.34E+06,90,90,0.879093,1.04389,10493
26291.1,16268.6,66996.3,356.038,400.314,313.226,314.701,400.314,314.701,313.226,303.288,293064,1.46E+07,34.8531,-121.3,1.04305,0.986049,10494
30218.7,17135.4,66867.8,136.766,240.269,118.632,125.905,240.269,125.905,118.632,138.503,59243.2,1.39E+06,75.1576,5.17969,0.94997,1.01726,10495
39017,21140.7,66867.8,56.9266,108.286,80.1133,52.6118,108.286,80.1133,52.6118,80.9971,15151.1,278232,0,90,0.397256,1.36033,10496
27522.6,25949,66972.4,305.003,390.134,246.391,210.48,390.134,246.391,210.48,242.991,190259,7.51E+06,52.8779,-137.825,1.07906,0.974956,10497
46374.8,10069.5,66928.2,92.8884,147.017,75.272,54.8835,147.017,75.272,54.8835,92.7185,21670.3,417347,45,90,0.516588,1.24629,10498
28480.7,11180.6,67063,555.357,659.581,341.711,288.414,659.581,341.711,288.414,408.731,647286,3.58E+07,60.8904,7.28803,1.87593,0.810827,10499
27744.8,11477.9,66995.7,252.226,302.808,235.108,205.789,302.808,235.108,205.789,206.204,133953,4.59E+06,73.0242,-139.136,1.00838,0.997222,10500
32928.7,13653.4,66919.6,137.005,179.306,113.459,128.255,179.306,128.255,113.459,128.575,44239.6,1.11E+06,90,0,0.618084,1.17395,10501
29870.6,14358.6,66928.2,187.152,338.061,170.188,173.188,338.061,173.188,170.188,192.862,119498,3.76E+06,82.4468,130.066,1.06942,0.977877,10502
10513.8,21531.7,66987.9,205.63,250.637,199.852,201.797,250.637,201.797,199.852,180.136,97953,3.06E+06,42.5332,-125.223,0.887162,1.04072,10503
32517,10806.4,67014.6,141.339,204.816,130.64,132.379,204.816,132.379,130.64,133.723,49765.2,1.25E+06,25.2394,-135,0.695162,1.12885,10504
37156.1,12501.8,67083.8,417.338,657.205,305.947,259.313,657.205,305.947,259.313,323.142,415543,1.77E+07,81.3705,-163.7,2.03252,0.789445,10505
37474.7,14185.2,67100.2,520.325,773.771,384.86,373.041,773.771,384.86,373.041,388.678,637439,3.07E+07,78.974,-115.59,2.42285,0.744545,10506
29934,17373.2,67133.4,356.284,499.528,358.246,343.776,499.528,358.246,343.776,355.431,410247,2.35E+07,39.6024,-103.356,1.10448,0.967418,10507
38976.5,20057.9,67129,357.017,471.466,359.408,336.076,471.466,359.408,336.076,345.332,377423,2.16E+07,14.0682,-177.133,1.02239,0.992647,10508
29547.3,23375,67000.5,239.037,268.728,242.722,206.967,268.728,242.722,206.967,206.204,129564,4.59E+06,71.962,-132.673,0.912474,1.031,10509
46796.1,9223.89,67182.8,283.015,440.408,261.883,255.266,440.408,261.883,255.266,263.679,239730,9.60E+06,36.8905,104.827,1.3221,0.911127,10510
46841.1,10285.4,66997.3,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,10511
27172.9,13911.5,67141.6,355.064,522.352,317.755,286.093,522.352,317.755,286.093,333.015,370539,1.93E+07,37.3344,-131.909,1.20301,0.940251,10512
31351.7,16470.5,67053.6,178.423,663.91,195.496,166.15,663.91,195.496,166.15,230.345,218470,6.40E+06,81.4568,-139.056,2.25141,0.762983,10513
29888.1,24047.1,67044.4,163.532,219.636,152.759,130.605,219.636,152.759,130.605,142.974,60794.3,1.53E+06,45,90,0.848393,1.05633,10514
27129.3,25875.8,67063.1,231.178,316.28,189.845,171.748,316.28,189.845,171.748,190.451,115986,3.62E+06,84.9594,10.6991,1.05455,0.982452,10515
46892.9,8463.18,67083.7,92.8884,147.017,75.272,54.8835,147.017,75.272,54.8835,92.7185,21670.3,417347,45,90,0.516588,1.24629,10516
20321.2,8888.17,67329,497.462,1119.1,458.487,426.933,1119.1,458.487,426.933,477.977,942808,5.72E+07,56.5538,-145.081,2.26663,0.761272,10517
9975.99,11042.8,67155.8,157.022,301.58,138.412,135.588,301.58,138.412,135.588,165.301,85350.9,2.36E+06,41.0807,77.3463,0.982925,1.00576,10518
38944.5,11751.7,67075,140.627,205.693,113.459,125.673,205.693,125.673,113.459,138.503,54301.5,1.39E+06,90,71.565,0.731526,1.10983,10519
8441.1,15512.2,68680.3,3300.27,3938.78,2047.47,1898.01,3938.78,2047.47,1898.01,2284.96,2.33E+07,6.25E+09,51.4809,172.85,2.87086,0.703606,10520
19690.6,19473.7,67222.7,438.553,522.013,387.562,359.884,522.013,387.562,359.884,382.725,463702,2.94E+07,36.358,-177.643,1.02317,0.992395,10521
31117.9,23461.5,67147.3,245.592,301.996,244.113,230.668,301.996,244.113,230.668,216.133,143782,5.29E+06,53.4471,143.467,0.940457,1.02067,10522
26104.6,24560.5,67069.9,123.121,191.831,84.167,62.8881,191.831,84.167,62.8881,109.93,33728.1,695579,71.5651,180,0.701184,1.12561,10523
26836.4,24684.1,67093,177.949,240.759,158.275,134.283,240.759,158.275,134.283,151.161,68747.8,1.81E+06,50.3391,-140.767,0.878385,1.04417,10524
19662.1,7037.13,67237.6,320.909,389.562,245.347,225.58,389.562,245.347,225.58,263.679,230628,9.60E+06,59.7448,174.689,1.17716,0.947084,10525
7590.96,7176.43,67126.8,137.005,179.306,113.459,128.255,179.306,128.255,113.459,128.575,44239.6,1.11E+06,90,0,0.618084,1.17395,10526
12549.7,7685.52,67154.1,218.908,393.176,170.188,173.105,393.176,173.105,170.188,219.86,165024,5.56E+06,80.5012,-72.542,1.28327,0.920224,10527
30176.3,12328.4,67209.5,263.443,342.046,237.984,228.68,342.046,237.984,228.68,223.465,160345,5.84E+06,71.2228,57.3995,1.06774,0.97839,10528
4726.85,13050,68236.4,2147.75,3131.59,1174.62,883.598,3131.59,1174.62,883.598,1224.66,9.75E+06,9.62E+08,64.1464,35.5272,8.86001,0.483269,10529
29747,12840.3,67167.6,204.55,266.419,170.188,175.488,266.419,175.488,170.188,177.364,96289.7,2.92E+06,70.7508,140.984,0.924903,1.02636,10530
15444.9,13718.1,67190.3,265.056,305.744,238.132,219.02,305.744,238.132,219.02,219.86,149692,5.56E+06,58.2183,140.039,0.95779,1.01448,10531
30461.1,15377.9,67425.1,909.193,1490,719.75,652.475,1490,719.75,652.475,622.522,1.94E+06,1.26E+08,86.2604,68.497,4.01997,0.628916,10532
21342.8,15855.5,67157.9,162.213,219.636,154.731,129.277,219.636,154.731,129.277,138.503,57256.1,1.39E+06,38.5325,107.613,0.857552,1.05256,10533
36117.4,15899.3,67491.7,783.509,1640.07,714.89,625.539,1640.07,714.89,625.539,756.271,2.48E+06,2.26E+08,71.7904,-60.1234,2.631,0.724368,10534
31590.1,17362.1,67243.1,213.372,361.927,198.25,207.397,361.927,207.397,198.25,218.012,151045,5.43E+06,30.5674,166.965,1.03511,0.988563,10535
22569.3,25256.3,67130.6,136.441,179.306,113.459,125.017,179.306,125.017,113.459,122.977,41245.4,973811,35.2644,135,0.654224,1.15193,10536
42100,6995.08,67178.7,124.24,150.305,84.167,58.8171,150.305,84.167,58.8171,102.05,27209,556463,90,0,0.575193,1.20244,10537
28239.4,8342.28,67152.8,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,10538
32684.4,9959.66,67186.1,172.361,302.808,123.805,118.006,302.808,123.805,118.006,154.942,77379.6,1.95E+06,79.001,-141.621,1.07999,0.974676,10539
29884.5,15172.2,67194.9,178.737,240.759,170.188,164.356,240.759,170.188,164.356,161.994,78391.1,2.23E+06,50.8851,-118.603,0.859716,1.05168,10540
22161.4,15612,67178.7,169.311,210.685,118.632,141.318,210.685,141.318,118.632,138.503,54845.5,1.39E+06,90,-45,0.753733,1.09882,10541
39063.3,16254.1,67631.9,853.595,1108.1,696.626,567.043,1108.1,696.626,567.043,614.184,1.78E+06,1.21E+08,74.5556,-111.806,3.40307,0.664829,10542
39359,19037,67265.5,235.528,359.707,230.258,207.397,359.707,230.258,207.397,219.86,154410,5.56E+06,47.5074,148.555,1.05123,0.983484,10543
35006.5,8836.25,67256.4,178.551,235.432,169.531,165.911,235.432,169.531,165.911,158.546,74286.6,2.09E+06,90,57.9332,0.832422,1.06305,10544
43665.6,9595.1,67269.3,226.124,270.535,229.438,222.579,270.535,229.438,222.579,195.214,117636,3.90E+06,43.7144,-20.0957,0.948629,1.01773,10545
17824.5,12124.8,67204.6,76.1365,167.997,56.7295,52.8694,167.997,56.7295,52.8694,92.7185,22227.4,417347,90,90,0.557467,1.21505,10546
26107.6,14769.2,67337.6,400.584,601.164,258.148,232.674,601.164,258.148,232.674,310.803,370059,1.57E+07,61.3817,-86.5744,1.81322,0.820068,10547
38816.2,15602.9,67256.4,153.256,191.184,154.731,144.942,191.184,154.731,144.942,128.575,48481.2,1.11E+06,90,45,0.813458,1.07124,10548
31788.7,16494.6,67221.8,137.005,179.306,117.226,94.842,179.306,117.226,94.842,116.818,37266.4,834695,45,-90,0.656816,1.15041,10549
26685.8,16710.5,67352,266.15,360.982,240.869,231.003,360.982,240.869,231.003,248.849,196801,8.07E+06,36.2788,-96.7541,1.03519,0.988539,10550
30363.8,17150.9,67204.6,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,10551
20230.3,17424.6,67363.2,396.062,495.462,360.982,339.747,495.462,360.982,339.747,363.652,423367,2.52E+07,87.1938,-5.54338,1.05825,0.981305,10552
35540.9,7283.44,67315,205.862,260.685,198.831,182.314,260.685,198.831,182.314,182.825,100934,3.20E+06,42.4372,93.2324,0.888081,1.04036,10553
18479.9,7685.48,67332,239.895,277.788,244.113,213.555,277.788,244.113,213.555,214.22,136965,5.15E+06,74.8649,132.428,0.857469,1.05259,10554
47618.4,8048.66,67273.7,90.8126,152.395,71.3864,63.0404,152.395,71.3864,63.0404,92.7185,21670.3,417347,45,-90,0.516588,1.24629,10555
47307.5,8618.63,67290.9,92.8884,147.017,75.272,54.8835,147.017,75.272,54.8835,92.7185,21670.3,417347,45,90,0.516588,1.24629,10556
29603,10892.3,67373.2,288.393,463.71,268.129,282.092,463.71,282.092,268.129,296.393,305585,1.36E+07,77.4977,-70.5445,1.3575,0.903137,10557
28260.8,11422.6,67297.5,222.152,274.995,170.188,197.258,274.995,197.258,170.188,197.511,117956,4.03E+06,79.0033,-131.661,0.891571,1.039,10558
35150.5,15246.4,67626.4,847.818,907.252,445.962,306.682,907.252,445.962,306.682,478.751,1.03E+06,5.75E+07,46.8424,-86.2221,2.91057,0.700391,10559
39782,20444.8,67360.6,401.578,503.991,252.61,220.367,503.991,252.61,220.367,291.264,310617,1.29E+07,72.9147,-48.7147,1.58308,0.858022,10560
37790.7,21917.9,67290.9,92.8369,150.305,80.6465,58.8171,150.305,80.6465,58.8171,92.7185,21670.3,417347,45,0,0.516588,1.24629,10561
20855.7,23450.2,67335.3,262.823,304.79,242.412,229.436,304.79,242.412,229.436,223.465,151014,5.84E+06,53.87,-29.1699,0.891971,1.03884,10562
29804.2,23783.3,67297.8,122.92,167.997,126.95,94.1961,167.997,126.95,94.1961,109.93,33585.2,695579,90,90,0.692309,1.1304,10563
18342.7,8160.93,67308.2,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,10564
25344.3,14443.5,67486.8,320.832,607.99,298.254,285.834,607.99,298.254,285.834,336.18,419544,1.99E+07,72.7515,-89.4428,1.64989,0.846283,10565
38211.5,17808,67364.7,198.804,267.68,165.015,174.124,267.68,174.124,165.015,180.136,98510.4,3.06E+06,62.0806,60.6677,0.902392,1.03483,10566
25668.3,26435.7,67461.8,363.699,453.132,349.654,314.84,453.132,349.654,314.84,335.394,349466,1.98E+07,40.6302,-34.2355,0.967013,1.01124,10567
34246.7,9734.82,67431.3,208.409,351.318,177.286,171.681,351.318,177.286,171.681,204.1,136982,4.45E+06,51.1344,-64.9041,1.1468,0.955367,10568
29423.6,9942.73,67471.8,337.513,400.989,287.64,241.724,400.989,287.64,241.724,287.027,258658,1.24E+07,44.4927,-1.63345,0.99814,1.00062,10569
30332.3,11441.3,67478.7,330.774,599.322,241.507,234.558,599.322,241.507,234.558,308.028,354438,1.53E+07,68.8922,-126.044,1.68124,0.840989,10570
39018.9,17727.2,67943.6,1181.96,1458.92,867.998,797.795,1458.92,867.998,797.795,720.544,2.74E+06,1.96E+08,31.9612,-151.101,4.76588,0.594227,10571
41473.9,17992.9,67420.5,178.551,205.693,130.165,129.855,205.693,130.165,129.855,147.181,63365.1,1.67E+06,53.0489,80.0988,0.807204,1.074,10572
26914.4,22206.6,67382.2,136.441,179.306,113.459,125.017,179.306,125.017,113.459,122.977,41245.4,973811,35.2644,135,0.654224,1.15193,10573
25902.2,7575.96,67499.1,207.26,232.407,184.898,175.919,232.407,184.898,175.919,171.545,87329.4,2.64E+06,30.4987,-165.964,0.842886,1.05863,10574
28681.8,10458.2,67503.9,276.444,416.711,281.456,261.155,416.711,281.456,261.155,261.106,212466,9.32E+06,46.4972,-120.952,0.976144,1.00808,10575
29353.4,11209.4,67437.7,134.789,179.306,113.459,124.67,179.306,124.67,113.459,116.818,37689.6,834695,45,180,0.679447,1.13749,10576
40105.1,14508.3,67463.6,154.221,224.643,158.26,129.81,224.643,158.26,129.81,133.723,53151.7,1.25E+06,45,-90,0.846957,1.05693,10577
42271.9,16206.4,67494.3,206.891,246.969,190.576,166.334,246.969,190.576,166.334,180.136,97391.2,3.06E+06,47.7585,-62.1967,0.871984,1.04672,10578
21283.2,17992.9,67450.7,117.065,147.017,122.097,84.4126,147.017,122.097,84.4126,102.05,27627.8,556463,35.2644,135,0.602159,1.18421,10579
17831,18673,67533,288.218,343.284,240.426,251.172,343.284,251.172,240.426,245.955,188726,7.79E+06,61.5927,83.954,0.979297,1.007,10580
36141.2,7772.31,67489.6,124.24,150.305,84.167,58.8171,150.305,84.167,58.8171,102.05,27209,556463,90,0,0.575193,1.20244,10581
27652.2,8325.01,67515.5,166.242,199.457,126.279,112.467,199.457,126.279,112.467,133.723,53277.1,1.25E+06,22.5,0,0.852964,1.05444,10582
8122.22,8425.82,67699.7,611.884,1120.55,537.917,474.38,1120.55,537.917,474.38,537.051,1.11E+06,8.11E+07,81.7586,-51.3101,1.82638,0.818093,10583
38450.1,8778.14,67509.4,190.282,238.97,172.668,176.59,238.97,176.59,172.668,165.301,81398.2,2.36E+06,55.8823,12.4428,0.852593,1.0546,10584
2494.3,10621.9,68134.9,1494.11,1882.98,1052.74,1064.69,1882.98,1064.69,1052.74,1142.44,5.32E+06,7.81E+08,69.4114,106.088,2.18766,0.770324,10585
38813.7,9968.49,67487.6,177.639,238.741,118.632,124.458,238.741,124.458,118.632,151.161,66791.3,1.81E+06,83.9531,161.47,0.805503,1.07476,10586
30079.9,10156.9,67536,269.978,288.177,221.745,230.913,288.177,230.913,221.745,233.636,165038,6.68E+06,84.3833,-80.1595,0.891378,1.03907,10587
32296.2,11085.4,67595.2,312.38,463.546,286.969,278.374,463.546,286.969,278.374,300.372,289495,1.42E+07,51.9329,47.1299,1.06541,0.979101,10588
35181.2,11784.6,67610.8,424.838,642.901,395.018,363.024,642.901,395.018,363.024,408.2,562889,3.56E+07,73.0313,40.456,1.24332,0.929977,10589
20954.1,13202.6,67489.6,146.355,209.686,113.459,136.053,209.686,136.053,113.459,138.503,54301.5,1.39E+06,90,108.435,0.731526,1.10983,10590
24348.4,9181.04,67585.1,237.557,298.859,189.894,199.902,298.859,199.902,189.894,204.1,126497,4.45E+06,43.3253,-99.4171,0.903107,1.03455,10591
29870.5,9493.32,67673,307.83,503.713,293.844,243.579,503.713,293.844,243.579,296.393,298831,1.36E+07,57.5954,-50.7309,1.26947,0.923548,10592
28728.8,11174.9,67538.5,141.54,209.686,113.459,130.976,209.686,130.976,113.459,133.723,49760.7,1.25E+06,72.4516,-71.565,0.694975,1.12896,10593
29492.7,11498.5,67760.5,709.288,1199.67,531.257,367.9,1199.67,531.257,367.9,568.628,1.45E+06,9.63E+07,89.2941,-25.8433,2.93354,0.698559,10594
28158.5,14009.2,67784.6,590.003,660.615,577.878,542.761,660.615,577.878,542.761,543.723,943574,8.42E+07,72.4597,149.602,1.0486,0.984304,10595
38999.7,14180.1,67575.1,245.669,278.494,217.379,202.373,278.494,217.379,202.373,206.204,129880,4.59E+06,87.1465,-136.511,0.919159,1.0285,10596
16819.6,14450.2,67619.1,243.487,299.458,246.814,219.417,299.458,246.814,219.417,206.204,134519,4.59E+06,18.2261,55.3107,1.02122,0.993025,10597
31197.4,14857.3,67593.2,229.455,289.962,221.416,208.8,289.962,221.416,208.8,208.266,135103,4.73E+06,71.9975,-7.12049,0.974607,1.00861,10598
41033,15768.5,67839.8,605.973,821.223,428.505,383.509,821.223,428.505,383.509,432.739,797492,4.24E+07,39.5254,-19.4532,2.491,0.737692,10599
37519.8,17525.9,67679.8,311.587,517.81,276.129,270.468,517.81,276.129,270.468,303.288,315193,1.46E+07,52.2053,67.5854,1.29761,0.916822,10600
39154.2,19263.4,67747.2,298.831,688.495,210.907,191.59,688.495,210.907,191.59,269.9,304547,1.03E+07,38.3241,68.8331,2.35665,0.751453,10601
39832.1,20021,67676.9,381.579,525.633,360.985,337.166,525.633,360.985,337.166,364.32,425333,2.53E+07,58.2041,-112.293,1.0613,0.980364,10602
26080.4,21486.1,67515.5,91.9973,151.404,61.9024,61.7157,151.404,61.9024,61.7157,92.7185,21665.8,417347,90,45,0.516269,1.24655,10603
33271.8,7932.81,67654.5,202.304,430.011,221.052,191.598,430.011,221.052,191.598,221.677,166999,5.70E+06,76.6509,-50.0493,1.2658,0.924438,10604
2725.49,9627.3,67588,125.055,177.145,119.066,103.149,177.145,119.066,103.149,109.93,32730.2,695579,52.7054,139.609,0.640765,1.15994,10605
29927.7,10298.2,67844,443.652,701.772,421.186,432.038,701.772,432.038,421.186,356.13,531671,2.36E+07,37.054,-72.1432,2.37588,0.74942,10606
7085.76,11438.2,67580.2,118.524,147.017,121.206,85.6756,147.017,121.206,85.6756,102.05,27627.8,556463,35.2644,45,0.602159,1.18421,10607
28295.5,11587.8,67664.8,331.956,397.278,268.129,267.719,397.278,268.129,267.719,282.661,254324,1.18E+07,66.7949,-41.2317,1.0402,0.986948,10608
29293,12453,67567.3,94.7203,147.67,61.9024,57.7662,147.67,61.9024,57.7662,92.7185,21665.8,417347,90,-45,0.516269,1.24655,10609
35994.6,12860,67784.1,476.921,740.278,478.814,447.703,740.278,478.814,447.703,486.731,811005,6.04E+07,78.5022,31.5355,1.29386,0.917708,10610
41331,14441.4,67689.9,294.346,487.173,250.198,208.222,487.173,250.198,208.222,275.847,263120,1.10E+07,59.697,15.9611,1.33353,0.908516,10611
34854.5,14624.9,67632,175.597,224.643,140.882,136.363,224.643,140.882,136.363,147.181,63806.1,1.67E+06,45,-90,0.824172,1.06658,10612
37751.6,16393.2,67816.9,474.539,656.828,338.555,351.442,656.828,351.442,338.555,411.887,587931,3.66E+07,65.1116,67.7905,1.34234,0.906524,10613
10282.5,21578.2,67636.4,139.705,211.327,126.279,129.14,211.327,129.14,126.279,133.723,49765.2,1.25E+06,25.2394,45,0.695162,1.12885,10614
2487.14,7185.07,67718.7,269.861,365.251,215.962,190.888,365.251,215.962,190.888,218.012,153563,5.43E+06,41.8486,93.4651,1.08775,0.972354,10615
47770.8,7400.46,67759.3,167.081,372.237,178.911,151.86,372.237,178.911,151.86,165.301,102342,2.36E+06,34.2887,94.5572,1.69457,0.838778,10616
25189.6,8107.04,67786.9,389.72,477.94,333.875,314.411,477.94,333.875,314.411,351.174,390573,2.27E+07,64.0524,31.76,1.02453,0.991953,10617
