BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,Breadth3d (?m) ,Length3d (?m) ,Width3d (?m) ,Thickness3d (?m) ,a,b,c,EqDiameter,Area3d (?m^2) ,Volume3d,OrientationPhi,OrientationTheta,Shape_VA3d,Sphericity,index
30594.1,7334.76,20190.7,141.428,210.206,134.532,129.217,210.206,134.532,129.217,133.723,49765.2,1.25E+06,25.2394,135,0.695162,1.12885,3464
35959.9,7616.86,20156.2,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,3465
25881.8,13596.7,20280.9,212.414,382.105,214.658,202.82,382.105,214.658,202.82,204.1,145579,4.45E+06,57.7512,-5.21817,1.37655,0.898951,3466
12461.6,15017.8,20199.4,166.989,210.206,134.526,147.7,210.206,147.7,134.526,147.181,62367.1,1.67E+06,45,90,0.769658,1.09119,3467
12157,15557.3,20237.9,272.515,331.035,216.572,219.133,331.035,219.133,216.572,228.664,159241,6.26E+06,44.954,-29.3247,0.911033,1.03155,3468
10530,15678.5,20252.6,244.961,310.86,214.212,210.015,310.86,214.212,210.015,212.272,141051,5.01E+06,39.943,59.8077,0.989287,1.0036,3469
29226.4,20465.4,20451.8,637.178,715.537,560.179,524.209,715.537,560.179,524.209,556.883,985691,9.04E+07,49.8468,-63.5057,1.0356,0.988409,3470
24016,22692.3,20326.7,449.512,514.926,428.425,434.899,514.926,434.899,428.425,409.26,526050,3.59E+07,46.967,45.1521,0.999163,1.00028,3471
6984.54,7827.86,20472.8,576.429,622.662,516.473,513.702,622.662,516.473,513.702,500.541,811846,6.57E+07,52.9258,120.703,1.09732,0.969518,3472
7046.89,9015.88,20259.8,155.242,219.636,152.759,133.961,219.636,152.759,133.961,133.723,53151.7,1.25E+06,45,90,0.846957,1.05693,3473
10198.5,14553.1,20326.3,288.493,383.919,283.606,277.402,383.919,283.606,277.402,269.9,226532,1.03E+07,57.7845,67.6819,0.969883,1.01025,3474
19993.7,17914.3,20403.7,412.594,480.048,397.611,380.441,480.048,397.611,380.441,379.678,457928,2.87E+07,69.0632,90.2384,1.03383,0.98897,3475
32651.2,20897.6,20522.7,641.622,718.33,492.159,453.68,718.33,492.159,453.68,521.563,933840,7.43E+07,85.8944,-161.738,1.30476,0.915145,3476
27692.8,20894.6,20664.6,656.15,1238.91,538.428,477.301,1238.91,538.428,477.301,617.221,1.54E+06,1.23E+08,42.5936,-83.9616,2.14452,0.775456,3477
23668.6,24158.4,20346.2,313.043,330.308,305.518,274.708,330.308,305.518,274.708,271.111,228143,1.04E+07,89.7223,166.827,0.964487,1.01213,3478
23671.7,10127,20500.2,540.388,649.099,518.451,527.244,649.099,527.244,518.451,508.885,824239,6.90E+07,73.5853,-77.7958,1.0399,0.987044,3479
11033.6,12015.1,20320.8,177.639,265.717,184.36,165.911,265.717,184.36,165.911,165.301,81367.5,2.36E+06,58.9994,127.85,0.851628,1.05499,3480
26681.3,12114.5,20535.4,564.371,640.892,488.296,514.726,640.892,514.726,488.296,498.768,819635,6.50E+07,57.157,38.3262,1.15351,0.953512,3481
28970,12387.4,20511.4,531.011,578.716,467.499,446.176,578.716,467.499,446.176,465.644,685218,5.29E+07,71.1563,-120.283,1.01792,0.994097,3482
8164.54,17093.1,20413.5,297.928,423.198,284.554,264.799,423.198,284.554,264.799,283.765,254088,1.20E+07,59.2801,62.1674,1.01332,0.995598,3483
15651.5,21377.1,20344,192.389,232.407,182.642,172.767,232.407,182.642,172.767,161.994,79250.6,2.23E+06,33.8559,17.7264,0.888304,1.04027,3484
23578.5,23151.6,20304.2,198.18,230.422,165.015,171.966,230.422,171.966,165.015,177.364,93844.1,2.92E+06,73.183,83.5257,0.856205,1.05311,3485
6166.03,8342.28,20372.1,124.36,219.636,87.4045,57.9516,219.636,87.4045,57.9516,116.818,40251.8,834695,53.1301,90,0.827654,1.06508,3486
31158.3,9200.11,20340.4,141.318,210.685,118.632,131.885,210.685,131.885,118.632,133.723,49760.7,1.25E+06,72.4516,161.565,0.694975,1.12896,3487
49020,12505.9,20476.2,398.422,642.859,304.041,295.819,642.859,304.041,295.819,375.955,478892,2.78E+07,68.4592,-93.1949,1.25443,0.927223,3488
21225.2,12709.4,20390.5,244.431,315.347,221.745,234.448,315.347,234.448,221.745,230.345,161633,6.40E+06,59.0498,77.9138,0.911743,1.03128,3489
20326.9,12853.3,20351.3,198.295,240.399,165.015,177.064,240.399,177.064,165.015,165.301,80387.2,2.36E+06,43.8793,92.3344,0.821215,1.06786,3490
22410.7,14305.8,20441.8,326.789,386.811,299.133,275.526,386.811,299.133,275.526,285.948,253418,1.22E+07,25.5241,-119.884,0.960153,1.01365,3491
16522,17216.8,20361.1,194.896,264.393,170.188,180.226,264.393,180.226,170.188,180.136,96419.7,3.06E+06,54.3349,58.9344,0.846147,1.05727,3492
16016.7,17234.4,20354.8,181.222,235.432,165.015,164.294,235.432,165.015,164.294,168.481,84344,2.50E+06,68.7267,46.5466,0.84608,1.0573,3493
9047.99,18269.7,20424.8,275.248,372.573,276.129,258.544,372.573,276.129,258.544,266.203,220337,9.88E+06,56.7264,76.6076,0.969483,1.01038,3494
13865.4,18315.2,20568.3,523.789,610.964,514.724,497.068,610.964,514.724,497.068,493.005,758784,6.27E+07,57.9909,79.8179,0.981288,1.00632,3495
12418.6,20004.7,20459.7,356.633,366.069,310.805,285.641,366.069,310.805,285.641,289.161,260563,1.27E+07,64.767,39.4788,0.975997,1.00813,3496
29762,21515.5,20489.8,418.723,486.237,360.264,333.269,486.237,360.264,333.269,356.827,404160,2.38E+07,83.5032,108.132,1.03148,0.989721,3497
34710.6,24376.3,20340.4,156.922,210.685,118.632,120.125,210.685,120.125,118.632,133.723,51307.3,1.25E+06,84.7356,155.797,0.761813,1.09492,3498
23096.7,24690,20337.5,150.131,246.507,118.632,132.465,246.507,132.465,118.632,147.181,63797.1,1.67E+06,79.3381,-10.8515,0.823826,1.06673,3499
20365.8,8159.73,20445.6,257.516,409.803,256.117,226.709,409.803,256.117,226.709,258.482,219364,9.04E+06,87.0837,139.689,1.14147,0.956852,3500
20719.5,8374.04,20427,237.051,292.255,224.643,221.413,292.255,224.643,221.413,201.951,127572,4.31E+06,49.6744,105.538,0.987052,1.00435,3501
45650.1,13782.2,20736.9,649.992,829.709,601.621,609.312,829.709,609.312,601.621,635.504,1.30E+06,1.34E+08,10.77,136.491,1.08,0.974672,3502
33629.7,23478.5,20444.2,218.427,304.446,219.731,192.779,304.446,219.731,192.779,208.266,135072,4.73E+06,57.8523,-48.7458,0.973938,1.00884,3503
20069.4,7608.19,20720.2,449.023,896.031,310.103,208.783,896.031,310.103,208.783,381.512,602436,2.91E+07,49.7257,163.903,2.28683,0.759023,3504
31892.4,7953.66,20441.2,137.005,179.306,113.459,128.255,179.306,128.255,113.459,128.575,44239.6,1.11E+06,90,0,0.618084,1.17395,3505
5852.45,8820.13,20581.8,372.073,427.689,335.418,345.343,427.689,345.343,335.418,329.79,348064,1.88E+07,54.3677,111.061,1.05707,0.981669,3506
9575.95,12301.5,20608.3,407.25,460.844,393.518,376.663,460.844,393.518,376.663,361.631,414397,2.48E+07,58.1896,107.381,1.02614,0.991436,3507
7837.41,16700.5,20488.3,227.595,330.853,237.554,204.181,330.853,237.554,204.181,218.012,146167,5.43E+06,54.4553,71.2671,0.938025,1.02156,3508
42034.9,17347.4,20722.5,541.207,707.348,521.369,506.307,707.348,521.369,506.307,532.092,913031,7.89E+07,37.6667,-128.727,1.08164,0.974178,3509
41729.7,20933.4,20473.2,186.865,264.552,160.054,161.189,264.552,161.189,160.054,165.301,82927.1,2.36E+06,43.2769,-70.196,0.901544,1.03515,3510
32851,8342.28,20493,56.9266,108.286,80.1133,52.6118,108.286,80.1133,52.6118,80.9971,15151.1,278232,0,90,0.397256,1.36033,3511
32746.6,9174.16,20600.2,369.527,443.951,345.275,317.32,443.951,345.275,317.32,338.514,355907,2.03E+07,71.3806,-102.829,0.96627,1.0115,3512
30913.9,9274.96,20491,175.473,205.693,118.632,146.47,205.693,146.47,118.632,151.161,65793.3,1.81E+06,90,90,0.769933,1.09106,3513
12565.2,11824.3,20508.5,159.284,242.722,131.688,100.614,242.722,131.688,100.614,138.503,57390,1.39E+06,45,90,0.863582,1.0501,3514
22280.6,11792.1,20532.5,178.185,262.133,165.015,176.01,262.133,176.01,165.015,171.545,88443.9,2.64E+06,83.3485,115.744,0.87557,1.04529,3515
25683.7,13794.4,20675.2,418.035,1166.43,362.094,350.361,1166.43,362.094,350.361,439.261,834273,4.44E+07,78.7514,-106.627,2.60698,0.726587,3516
11684.4,14622.3,20487.8,141.384,205.693,113.459,126.748,205.693,126.748,113.459,138.503,54296.9,1.39E+06,71.565,90,0.731342,1.10992,3517
14382.5,15781.5,20507.8,166.32,267.68,138.412,140.921,267.68,140.921,138.412,154.942,73427,1.95E+06,53.0362,81.0859,0.922798,1.02714,3518
41972,15825.2,20718.4,613.93,740.922,513.944,518.245,740.922,518.245,513.944,533.341,940037,7.94E+07,88.6014,-53.2556,1.16401,0.950636,3519
13125.3,16637.8,20636.3,355.167,418.154,333.766,319.93,418.154,333.766,319.93,310.803,307891,1.57E+07,49.8728,73.6279,1.04431,0.985653,3520
15083.4,19494,20599.8,295.378,405.922,303.865,265.247,405.922,303.865,265.247,289.161,260891,1.27E+07,46.5594,71.0554,0.979695,1.00686,3521
15205.9,23542.9,20779.8,750.98,996.218,637.582,611.645,996.218,637.582,611.645,644.797,1.44E+06,1.40E+08,56.856,102.584,1.3296,0.90941,3522
32566,8860.43,20544.8,123.802,207,117.317,113.091,207,117.317,113.091,116.818,38251.3,834695,60,-125.264,0.710281,1.12079,3523
4712.47,10196.7,20662.1,378.982,418.154,313.936,269.576,418.154,313.936,269.576,311.717,307300,1.59E+07,34.3745,78.2418,1.02017,0.993366,3524
30389.7,12098.9,20544.8,137.005,179.306,113.459,128.255,179.306,128.255,113.459,128.575,44239.6,1.11E+06,90,0,0.618084,1.17395,3525
12039,14195.1,20616.8,314.281,399.473,303.913,283.271,399.473,303.913,283.271,288.098,261612,1.25E+07,69.8569,102.644,1.00991,0.996717,3526
9462.52,14700.7,20675,390.677,469.062,346.326,360.96,469.062,360.96,346.326,356.827,395579,2.38E+07,70.8725,80.9439,0.96717,1.01119,3527
22167.7,20061.8,20574.4,236.854,277.788,189.894,206.546,277.788,206.546,189.894,195.214,116854,3.90E+06,67.9886,-81.0476,0.929849,1.02454,3528
24211.3,21000,20970.5,1010.29,1901.88,479.41,380.042,1901.88,479.41,380.042,654.864,2.43E+06,1.47E+08,86.9416,-72.9265,5.86111,0.554634,3529
29342.8,26422.8,20592,177.397,240.269,165.015,167.289,240.269,167.289,165.015,165.301,81363.2,2.36E+06,73.3034,21.0328,0.851491,1.05505,3530
37647.3,7910.22,21904.9,1635.17,2467.41,1214.76,1174.25,2467.41,1214.76,1174.25,1379.24,7.59E+06,1.37E+09,48.9651,53.4968,2.0512,0.78704,3531
31303.7,7547.35,20758.2,482.531,539.555,450.916,441.786,539.555,450.916,441.786,441.998,613351,4.52E+07,61.4706,-83.3892,0.998056,1.00065,3532
20153.4,8612.93,20700.8,285.24,618.348,284.81,267.541,618.348,284.81,267.541,292.304,330320,1.31E+07,68.6486,142.815,1.86357,0.812615,3533
19828,8956.66,20751.8,333.951,529.758,266.746,247.341,529.758,266.746,247.341,303.288,329181,1.46E+07,43.9204,-173.458,1.47815,0.877864,3534
48060.8,9789.12,20626.5,160.439,230.644,130.64,139.568,230.644,139.568,130.64,151.161,66346.1,1.81E+06,45.3651,-99.1288,0.789504,1.08197,3535
18994.2,13946.7,22136.8,3336.84,4064.37,2949.88,2925.06,4064.37,2949.88,2925.06,3037.87,3.27E+07,1.47E+10,55.9671,95.7185,1.43163,0.887271,3536
44066.6,14057.6,20650.9,276.747,342.991,226.918,218.529,342.991,226.918,218.529,241.482,179839,7.37E+06,59.567,-105.08,0.94601,1.01867,3537
13374.1,14393.2,20611,148.725,210.206,154.46,141.238,210.206,154.46,141.238,133.723,53445.1,1.25E+06,49.159,120.183,0.861059,1.05113,3538
43162.2,15130.1,20622.5,154.211,159.843,152.759,153.699,159.843,153.699,152.759,122.977,43819.6,973811,90,0,0.784521,1.08426,3539
15874.9,16833.5,20609.6,140.921,205.693,127.147,105.997,205.693,127.147,105.997,128.575,48321.8,1.11E+06,76.5505,80.2644,0.80546,1.07478,3540
13032.6,17542.6,20620.5,214.021,276.678,165.015,163.349,276.678,165.015,163.349,187.978,107021,3.48E+06,70.5659,87.275,0.896028,1.03727,3541
8680.52,17564,20700.3,303.249,412.363,244.193,213.354,412.363,244.193,213.354,267.446,238002,1.00E+07,49.8601,-170.818,1.18815,0.944154,3542
39110.3,20964.5,20601.8,124.305,177.145,130.889,97.0244,177.145,130.889,97.0244,109.93,32730.2,695579,52.7054,130.391,0.640765,1.15994,3543
35613.3,24972.1,20794.1,542.177,659.354,435.344,405.556,659.354,435.344,405.556,441.544,659975,4.51E+07,56.5061,143.206,1.25109,0.928049,3544
31285.8,9462.56,20833.8,299.837,559.792,291.851,277.341,559.792,291.851,277.341,313.53,339389,1.61E+07,10.9294,23.3137,1.32731,0.909933,3545
12846.8,11724.1,20702,177.969,232.407,182.659,164.756,232.407,182.659,164.756,158.546,75271.6,2.09E+06,39.2697,91.999,0.865975,1.04914,3546
35413.3,17157.7,20828.1,461.551,541.271,420.498,408.636,541.271,420.498,408.636,414.481,547229,3.73E+07,58.3303,-153.838,1.0424,0.986254,3547
18047.6,18822.2,21763.9,1027.59,2924.79,1047.43,952.836,2924.79,1047.43,952.836,1321.9,7.11E+06,1.21E+09,51.0669,27.3577,2.17014,0.772391,3548
42819.1,19427.2,20842,386.271,683.377,349.289,312.07,683.377,349.289,312.07,402.814,555161,3.42E+07,56.2742,60.4913,1.29176,0.918205,3549
27714.5,20178,20742.7,300.553,335.994,268.129,256.488,335.994,268.129,256.488,263.679,214760,9.60E+06,76.6726,-91.4455,0.950512,1.01706,3550
31835.4,21223.6,20664,124.918,178.925,117.226,98.0778,178.925,117.226,98.0778,109.93,32725.7,695579,58.9692,-45,0.640503,1.16009,3551
38035.2,21560.7,20677.1,198.107,268.388,189.569,161.123,268.388,189.569,161.123,171.545,86906.3,2.64E+06,54.7356,-45,0.830694,1.06378,3552
32986.8,23751.4,20794.9,349.674,428.247,349.237,331.852,428.247,349.237,331.852,329.79,336097,1.88E+07,50.3403,-37.247,0.951749,1.01662,3553
36011.7,24394.7,20664,184.428,268.388,165.015,165.052,268.388,165.052,165.015,174.503,89913.6,2.78E+06,58.0992,-38.4964,0.830254,1.06397,3554
22023.5,7681.63,20772,304.148,381.442,234.446,187.796,381.442,234.446,187.796,239.954,193364,7.23E+06,79.4665,144.03,1.22157,0.935465,3555
27052,8005.48,20734.8,214.065,277.788,170.188,204.558,277.788,204.558,170.188,185.437,104499,3.34E+06,73.8202,118.584,0.905114,1.03379,3556
4029.51,9198.96,20769.3,222.294,334.522,212.56,193.147,334.522,212.56,193.147,199.756,128890,4.17E+06,31.3517,60.3289,1.08696,0.972588,3557
44687.1,18157.6,20711.4,136.735,204.816,127.581,96.8658,204.816,127.581,96.8658,122.977,43776.9,973811,29.1271,-135,0.782227,1.08531,3558
29751.5,23068.8,20751.3,257.523,315.347,229.438,209.484,315.347,229.438,209.484,206.204,139595,4.59E+06,81.6987,32.6858,1.14124,0.956917,3559
5425.81,7026.33,20883.3,324.771,376.414,230.493,171.337,376.414,230.493,171.337,255.803,229411,8.76E+06,2.59672,-141.097,1.38981,0.896083,3560
15563.3,7693.55,20782.1,215.317,269.483,170.188,186.453,269.483,186.453,170.188,187.978,108425,3.48E+06,80.843,-118.992,0.931748,1.02384,3561
28779.4,9488.28,20896.5,386.732,443.951,350.687,367.183,443.951,367.183,350.687,356.827,391152,2.38E+07,55.4604,-96.14,0.93506,1.02263,3562
11905.2,12391.3,20785.4,186.453,267.68,165.015,167.245,267.68,167.245,165.015,177.364,95421.6,2.92E+06,64.0947,68.0239,0.90011,1.0357,3563
10660.6,12771.7,20841.5,220.814,302.322,185.533,173.246,302.322,185.533,173.246,201.951,127037,4.31E+06,32.6796,79.0717,0.974683,1.00858,3564
10080.2,14868.3,20890.2,391.648,495.707,364.916,332.624,495.707,364.916,332.624,358.902,406626,2.42E+07,63.0597,117.507,1.01457,0.99519,3565
10435.3,15756.2,20879.1,332.234,376.276,277.134,264.733,376.276,277.134,264.733,281.548,249399,1.17E+07,63.292,-65.6032,1.00443,0.998527,3566
35163.6,16589.3,20999.7,647.904,680.394,486.344,458.194,680.394,486.344,458.194,531.152,932524,7.85E+07,55.6151,94.6763,1.16471,0.950447,3567
16425.9,17941.6,20934.3,411.187,827.155,379.381,331.374,827.155,379.381,331.374,398.956,618553,3.32E+07,73.6346,-162.605,1.8929,0.808395,3568
27529.9,7424.22,20888.2,242.857,292.654,240.441,216.969,292.654,240.441,216.969,218.012,145187,5.43E+06,58.5125,47.7377,0.919279,1.02845,3569
30337.9,7397.83,20896.9,245.184,306.145,256.117,214.754,306.145,256.117,214.754,226.957,155983,6.12E+06,37.9404,-169.257,0.89561,1.03743,3570
44262,8208.85,20912.7,222.287,359.575,200.65,194.846,359.575,200.65,194.846,219.86,154449,5.56E+06,27.003,-83.8658,1.05204,0.983231,3571
6897.76,11730.1,20906.8,357.223,452.165,305.566,287.64,452.165,305.566,287.64,312.626,310285,1.60E+07,52.9518,107.703,1.032,0.989555,3572
12692.2,16590.2,20947.3,428.618,483.716,399.502,386.975,483.716,399.502,386.975,376.581,452162,2.80E+07,40.3475,171.053,1.0454,0.985308,3573
33524.6,7098.71,20829.8,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,3574
10337.7,10038.8,21075.3,498.05,531.084,412.474,384.407,531.084,412.474,384.407,421.576,572131,3.92E+07,57.5837,137.635,1.07593,0.975901,3575
25700.4,10803.5,20855.7,124.36,147.017,75.272,55.9578,147.017,75.272,55.9578,102.05,27209,556463,0,90,0.575193,1.20244,3576
48896.7,12560,21375.1,1197.17,1622.41,693.381,580.891,1622.41,693.381,580.891,859.405,3.26E+06,3.32E+08,59.8103,-77.5631,2.77826,0.711338,3577
34246,13356.4,20921.5,214.755,270.47,185.533,207.008,270.47,207.008,185.533,190.451,109021,3.62E+06,62.3307,-113.386,0.875757,1.04521,3578
11818.1,13876,21353.6,1113.59,1525.56,1002.63,953.986,1525.56,1002.63,953.986,1107.81,4.18E+06,7.12E+08,84.5694,156.654,1.27085,0.923213,3579
13187,14311.4,20850.5,141.384,205.693,113.459,126.748,205.693,126.748,113.459,138.503,54296.9,1.39E+06,71.565,90,0.731342,1.10992,3580
45105.3,14943.6,20871.2,141.339,204.816,130.64,132.379,204.816,132.379,130.64,138.503,54305.9,1.39E+06,18.4349,-90,0.731703,1.10974,3581
7775.45,16634.3,20922.4,213.505,299.623,193.304,177.242,299.623,193.304,177.242,206.204,131003,4.59E+06,63.5466,90.7059,0.943212,1.01968,3582
9649.86,16885.7,20878.6,175.986,264.393,165.306,134.001,264.393,165.306,134.001,165.301,81380.6,2.36E+06,52.9264,60.7376,0.852039,1.05482,3583
43895.8,17449.5,20933.4,264.227,285.629,237.984,216.106,285.629,237.984,216.106,216.133,145156,5.29E+06,72.8708,-89.5077,0.967677,1.01101,3584
39419.2,20441.2,20901.3,260.368,331.035,237.984,233.826,331.035,237.984,233.826,223.465,154013,5.84E+06,40.495,-37.1704,0.94617,1.01862,3585
24027.5,26351.8,20859.4,138.499,207.945,126.51,103.019,207.945,126.51,103.019,122.977,43772.4,973811,69.8681,21.5049,0.781988,1.08543,3586
22699.5,9486.54,20929.1,207.589,268.388,170.188,205.704,268.388,205.704,170.188,185.437,102252,3.34E+06,72.2561,-68.0094,0.847979,1.05651,3587
31141.1,12694.8,20881.6,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,3588
11367.5,14789.3,20947.4,219.043,277.787,189.419,194.896,277.787,194.896,189.419,190.451,112880,3.62E+06,56.6686,91.9485,0.972063,1.00949,3589
7642.25,16069.8,21060.6,439.815,469.062,377.076,359.533,469.062,377.076,359.533,375.955,442204,2.78E+07,23.0226,108.995,0.987652,1.00415,3590
42527.3,17600.1,21040.4,389.284,482.903,366.909,334.349,482.903,366.909,334.349,355.431,399494,2.35E+07,33.6303,-37.9518,1.01989,0.993458,3591
32050.7,22067.6,20904.6,164.735,205.693,113.459,124.929,205.693,124.929,113.459,133.723,51726,1.25E+06,82.9294,97.125,0.780613,1.08606,3592
27100.5,24414.7,21044.5,307.013,456.082,273.722,266.672,456.082,273.722,266.672,295.382,281892,1.35E+07,36.7395,-92.2139,1.08768,0.972374,3593
25976.8,7331.88,20993.9,124.731,199.457,124.851,99.314,199.457,124.851,99.314,116.818,39236.1,834695,33.7614,-67.4165,0.766566,1.09266,3594
13028.1,7778.03,23087.2,4087.04,5368.95,2467.02,2126.31,5368.95,2467.02,2126.31,2767.95,3.74E+07,1.11E+10,15.9738,12.2603,3.76636,0.642726,3595
19695.6,9568.58,20962.2,143.649,200.365,118.632,118.305,200.365,118.632,118.305,133.723,51307.3,1.25E+06,80.062,-13.0943,0.761813,1.09492,3596
30602,9857.08,21290.4,659.211,927.177,524.69,533.744,927.177,533.744,524.69,561.134,1.17E+06,9.25E+07,27.1653,-41.0129,1.63403,0.849012,3597
15677,10683.7,21108.1,419.82,472.219,350.687,338.367,472.219,350.687,338.367,359.588,418411,2.43E+07,88.7873,72.359,1.09277,0.970861,3598
11587.8,11465.3,21024.5,253.199,309.183,215.913,176.692,309.183,215.913,176.692,206.204,132001,4.59E+06,48.6944,110.303,0.964933,1.01197,3599
9454.79,16678.5,20985.2,166.32,313.544,138.412,140.921,313.544,140.921,138.412,165.301,84923.3,2.36E+06,61.2988,80.3089,0.968228,1.01082,3600
13457.2,16869.6,20963,127.746,205.693,132.791,111.846,205.693,132.791,111.846,122.977,43790.1,973811,74.9615,68.1355,0.782933,1.08499,3601
11747.4,18226.4,21218.7,671.582,864.53,496.017,478.686,864.53,496.017,478.686,606.095,1.26E+06,1.17E+08,79.6073,110.62,1.29074,0.918446,3602
16881.7,24576.7,21096.4,400.622,520.157,354.205,349.617,520.157,354.205,349.617,366.311,432271,2.57E+07,69.0474,33.8039,1.07825,0.975199,3603
31394.8,26566,21037.1,321.484,391.417,265.356,265.094,391.417,265.356,265.094,274.678,241391,1.09E+07,55.5366,-8.72571,1.05625,0.981922,3604
26618.9,7701.93,22807.7,3368.19,4349.88,2633.47,3083.85,4349.88,3083.85,2633.47,2565.67,3.49E+07,8.84E+09,45.933,-168.231,4.81233,0.592309,3605
35064,7035.99,21094.3,262.048,279.301,205.066,172.423,279.301,205.066,172.423,216.133,146064,5.29E+06,36.5529,-169.805,0.985948,1.00473,3606
31331.7,7166.44,21132.9,345.651,447.83,324.858,339.887,447.83,339.887,324.858,333.812,352748,1.95E+07,82.8803,-110.727,1.02313,0.992406,3607
5412.35,8224.52,21046.5,163.447,240.399,152.807,122.977,240.399,152.807,122.977,142.974,61373.6,1.53E+06,51.4926,104.646,0.87288,1.04636,3608
19919.1,8330.62,21060.4,214.141,439.184,205.437,186.973,439.184,205.437,186.973,219.86,171824,5.56E+06,85.4851,-41.2231,1.44853,0.883807,3609
47813.1,8808.07,21122.7,322.819,449.285,290.562,278.993,449.285,290.562,278.993,293.337,279356,1.32E+07,40.0468,-97.1247,1.10363,0.967667,3610
7657.32,8911.42,21155.6,385.281,561.002,355.954,343.601,561.002,355.954,343.601,367.626,440790,2.60E+07,71.9207,110.274,1.11894,0.963232,3611
23346.3,11854.5,21053.9,244.508,304.446,242.412,216.807,304.446,242.412,216.807,214.22,140935,5.15E+06,68.6935,-39.853,0.934213,1.02294,3612
42632.3,15778.4,21483.4,1003.77,1207.21,673.667,537.733,1207.21,673.667,537.733,738.839,2.21E+06,2.11E+08,21.5997,105.551,2.14313,0.775623,3613
19369.7,17663.8,21160.9,383.552,606.197,378.805,374.708,606.197,378.805,374.708,362.307,459431,2.49E+07,73.1505,-116.996,1.38277,0.897601,3614
16749.3,18925.6,20998.2,120.381,152.395,123.196,82.5859,152.395,123.196,82.5859,102.05,27627.8,556463,35.2644,-135,0.602159,1.18421,3615
37232.5,24333.7,21364.9,787.399,1287.42,667.301,558.07,1287.42,667.301,558.07,707.693,2.04E+06,1.86E+08,72.598,-178.575,2.16557,0.772934,3616
49870,7781.73,21074.7,169.775,209.686,130.64,141.54,209.686,141.54,130.64,142.974,58824.5,1.53E+06,57.5638,-97.3749,0.768569,1.09171,3617
29642,9921.61,21155.7,352.128,389.349,278.474,302.79,389.349,302.79,278.474,298.396,277329,1.39E+07,86.6084,-169.414,0.974502,1.00865,3618
13238.8,15575.1,21119.3,222.943,277.787,242.412,206.885,277.787,242.412,206.885,208.266,128588,4.73E+06,45,90,0.840309,1.05971,3619
8545.22,16313.2,21147.2,222.943,418.984,242.412,206.885,418.984,242.412,206.885,233.636,178054,6.68E+06,52.7188,51.3526,1.11936,0.963113,3620
32332.8,17954,21037.1,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,3621
39833.1,23213.3,21173.1,234.281,379.703,198.831,185.817,379.703,198.831,185.817,204.1,145493,4.45E+06,23.1766,109.423,1.37412,0.89948,3622
36219,24508.7,21037.1,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,3623
23976.4,7174.08,21145.4,167.217,225.179,161.765,137.703,225.179,161.765,137.703,142.974,64639,1.53E+06,88.0754,-72.4086,1.01975,0.993502,3624
4684.72,7772.31,21177.3,177.834,277.787,138.412,151.224,277.787,151.224,138.412,165.301,82823.9,2.36E+06,30.6303,76.2007,0.89818,1.03644,3625
19209.2,7779.99,21406.2,576.429,846.268,292.63,205.668,846.268,292.63,205.668,401.17,727690,3.38E+07,49.7869,-99.0523,2.98141,0.6948,3626
31578.6,8169.56,21111.9,141.54,209.686,113.459,130.976,209.686,130.976,113.459,133.723,49760.7,1.25E+06,72.4516,-71.565,0.694975,1.12896,3627
29691.6,9463.62,21173.9,261.924,296.891,224.408,216.577,296.891,224.408,216.577,218.012,144374,5.43E+06,44.9999,-89.9999,0.903931,1.03424,3628
19171.7,11243.9,21235.7,310.557,514.076,249.021,225.98,514.076,249.021,225.98,294.363,316583,1.34E+07,73.0313,-78.2502,1.57295,0.859862,3629
10463.7,13188.8,21212.4,321.765,409.803,277.367,262.905,409.803,277.367,262.905,283.765,253676,1.20E+07,67.3929,116.626,1.00841,0.997213,3630
25985.4,13342.5,21114.8,137.005,179.306,113.459,128.255,179.306,128.255,113.459,128.575,44239.6,1.11E+06,90,0,0.618084,1.17395,3631
9585.85,14031.6,21120,124.36,188.066,79.1577,57.9516,188.066,79.1577,57.9516,109.93,33728.1,695579,71.565,90,0.701184,1.12561,3632
40933.5,18168.5,21707.2,932.678,1531.9,816.958,674.392,1531.9,816.958,674.392,863.819,2.78E+06,3.37E+08,34.772,64.211,1.67462,0.842095,3633
10259.4,18679.5,21114.8,124.36,147.017,75.272,55.9578,147.017,75.272,55.9578,102.05,27209,556463,0,90,0.575193,1.20244,3634
23679.6,24542.2,21131.5,177.546,236.345,165.015,177.046,236.345,177.046,165.015,165.301,81380.6,2.36E+06,73.296,-29.3813,0.852039,1.05482,3635
34934,25406,21495.4,1006.24,1064.79,824.037,772.054,1064.79,824.037,772.054,853.368,2.45E+06,3.25E+08,62.8402,156.57,1.22588,0.934367,3636
